year,country,tonnes
2024,India,27766261.0
2024,China,4242139.53
2024,Indonesia,4136617.06
2024,"China, mainland",4075417.86
2024,Mexico,2650033.78
2024,Brazil,2395931.0
2024,Pakistan,2146168.0
2024,Bangladesh,2100639.0
2024,Egypt,1863396.0
2024,Viet Nam,1552907.0
2024,Thailand,1486723.0
2024,Malawi,1384976.44
2024,Nigeria,960530.46
2024,Kenya,782953.0
2024,Philippines,778037.89
2024,Sudan,727199.71
2024,Mali,636435.77
2024,Nepal,544096.0
2024,Colombia,533378.23
2024,United Republic of Tanzania,493552.28
2024,Haiti,413898.41
2024,Yemen,370322.12
2024,Peru,335655.5
2024,Democratic Republic of the Congo,310848.02
2024,Madagascar,308343.23
2024,Angola,295206.0
2024,C̫te d'Ivoire,226298.76
2024,Guinea,210230.85
2024,Guatemala,180576.58
2024,Sri Lanka,176202.0
2024,"China, Taiwan Province of",166721.67
2024,Niger,166302.61
2024,Zimbabwe,153837.74
2024,Ecuador,144212.23
2024,Venezuela (Bolivarian Republic of),139303.27
2024,Ethiopia,139018.76
2024,Senegal,126896.0
2024,Dominican Republic,115131.03
2024,Cuba,108177.96
2024,South Africa,108148.13
2024,Ghana,102869.38
2024,Saudi Arabia,100600.0
2024,Malaysia,87014.96
2024,Cambodia,67875.25
2024,Australia,63755.0
2024,Israel,62559.0
2024,El Salvador,52679.0
2024,Iran (Islamic Republic of),46417.39
2024,Congo,38209.86
2024,Chad,36725.92
2024,Paraguay,34667.41
2024,Sierra Leone,32986.27
2024,Costa Rica,29487.01
2024,Mozambique,28546.71
2024,Myanmar,20150.11
2024,Puerto Rico,18114.89
2024,Bolivia (Plurinational State of),17718.21
2024,Benin,16377.32
2024,Oman,16253.0
2024,Burkina Faso,14616.53
2024,Central African Republic,12490.66
2024,Guinea-Bissau,9325.26
2024,Guyana,9064.0
2024,Vanuatu,7600.0
2024,Timor-Leste,7476.09
2024,Panama,5472.82
2024,Rwanda,5249.88
2024,Jordan,5172.67
2024,United Arab Emirates,5106.59
2024,Lao People's Democratic Republic,4963.49
2024,Samoa,4292.14
2024,Japan,3490.23
2024,Jamaica,2787.35
2024,Bahamas,2666.45
2024,Trinidad and Tobago,2530.76
2024,Argentina,2268.15
2024,Dominica,2053.0
2024,Fiji,1631.9
2024,Gambia,1461.94
2024,Antigua and Barbuda,1415.19
2024,Bhutan,1229.7
2024,Somalia,1210.39
2024,United States of America,1180.15
2024,New Caledonia,1179.18
2024,Saint Vincent and the Grenadines,919.0
2024,Cameroon,888.54
2024,Suriname,656.65
2024,Grenada,656.42
2024,Eswatini,635.42
2024,Djibouti,619.49
2024,Honduras,538.4
2024,Cabo Verde,491.0
2024,Saint Lucia,469.14
2024,Morocco,300.0
2024,Cook Islands,254.18
2024,French Polynesia,204.54
2024,Namibia,189.38
2024,Seychelles,71.94
2024,Kuwait,42.88
2024,Belize,39.0
2024,Maldives,23.99
2024,Qatar,8.98
2023,India,26236000.0
2023,Indonesia,4104448.7
2023,China,4037943.74
2023,"China, mainland",3854344.74
2023,Pakistan,2902140.0
2023,Mexico,2706107.45
2023,Brazil,2344121.0
2023,Egypt,1793308.0
2023,Thailand,1618789.0
2023,Bangladesh,1508547.0
2023,Viet Nam,1498205.69
2023,Malawi,1357653.0
2023,Nigeria,960454.75
2023,Philippines,799247.49
2023,Kenya,788237.0
2023,Sudan,724564.61
2023,Mali,676532.0
2023,Nepal,538523.0
2023,Colombia,535384.41
2023,United Republic of Tanzania,467963.29
2023,Haiti,422197.29
2023,Yemen,377218.0
2023,Peru,338286.37
2023,Madagascar,310788.06
2023,Democratic Republic of the Congo,308921.82
2023,Angola,288559.0
2023,C̫te d'Ivoire,206862.48
2023,Guinea,206805.8
2023,Guatemala,197257.95
2023,Sri Lanka,194077.0
2023,"China, Taiwan Province of",183599.0
2023,Niger,165987.93
2023,Venezuela (Bolivarian Republic of),158590.0
2023,Cuba,146459.0
2023,Zimbabwe,141529.85
2023,Ethiopia,131447.55
2023,Senegal,123200.0
2023,Ghana,102204.64
2023,Saudi Arabia,96111.0
2023,Dominican Republic,94705.41
2023,South Africa,92186.42
2023,Ecuador,78361.41
2023,Malaysia,75961.01
2023,Australia,74900.0
2023,Cambodia,68122.08
2023,Israel,61040.0
2023,El Salvador,45864.15
2023,Iran (Islamic Republic of),45677.93
2023,Congo,38049.36
2023,Chad,36513.13
2023,Paraguay,34708.73
2023,Costa Rica,33421.4
2023,Sierra Leone,32247.29
2023,Mozambique,28511.95
2023,Myanmar,20625.81
2023,Bolivia (Plurinational State of),17575.55
2023,Benin,16349.52
2023,Oman,16149.0
2023,Burkina Faso,14607.94
2023,Puerto Rico,13776.65
2023,Central African Republic,12452.92
2023,Guinea-Bissau,9281.47
2023,Vanuatu,7600.0
2023,Timor-Leste,7476.93
2023,Panama,5682.68
2023,Jordan,5383.0
2023,Lao People's Democratic Republic,4987.62
2023,Guyana,4659.0
2023,United Arab Emirates,4591.0
2023,Samoa,4283.64
2023,Japan,3493.78
2023,Jamaica,2790.0
2023,Bahamas,2658.86
2023,Trinidad and Tobago,2520.55
2023,Argentina,2260.15
2023,Dominica,2064.93
2023,United States of America,1500.0
2023,Gambia,1465.56
2023,Grenada,1444.56
2023,Antigua and Barbuda,1414.88
2023,Saint Vincent and the Grenadines,1328.0
2023,Somalia,1213.48
2023,Bhutan,1125.88
2023,New Caledonia,974.4
2023,Cameroon,887.41
2023,Cabo Verde,756.0
2023,Saint Lucia,713.0
2023,Eswatini,700.0
2023,Fiji,698.8
2023,Djibouti,620.07
2023,Honduras,542.27
2023,Suriname,510.0
2023,Rwanda,481.49
2023,Cook Islands,254.22
2023,French Polynesia,222.9
2023,Morocco,209.17
2023,Namibia,189.68
2023,Seychelles,72.18
2023,Kuwait,41.58
2023,Belize,36.0
2023,Maldives,21.29
2023,Qatar,10.0
