year,partner_code,destination,value_usd,net_kg,cif_usd_kg
2025,702,Singapore,1587143.6,250168.5,6.344298342916875
2025,392,Japan,1455569.508,148327.9,9.813187593163525
2025,380,Italy,1379355.938,280253.76,4.921810640470979
2025,616,Poland,1075438.422,227749.9,4.722014903189859
2025,858,M49-858,850638.75,147510.0,5.766651413463494
2025,643,Russia,681796.01,135381.75,5.036099843590439
2025,764,Thailand,528385.1,89235.0,5.921276404998038
2025,699,India,502987.24,86040.0,5.845969781496978
2025,251,M49-251,437412.93,70597.6,6.195861190748693
2025,344,Hong Kong,343237.39,81450.0,4.214087047268263
2025,40,M49-40,319085.42,74458.0,4.285441725536544
2025,458,Malaysia,229421.93,34155.0,6.717081832820963
2025,170,Colombia,197116.809,32085.0,6.143581393174381
2025,214,M49-214,192546.428,22173.0,8.683823930004962
2025,208,M49-208,148885.754,31097.5,4.787708143741458
2025,320,M49-320,107371.77,14625.0,7.341659487179488
2025,591,M49-591,79115.72,15282.0,5.177052741787724
2025,757,M49-757,52322.343,11700.0,4.471995128205128
2025,218,Ecuador,26733.0,14070.0,1.9
2025,222,M49-222,21119.61,2295.0,9.202444444444446
2025,340,M49-340,3900.0,585.0,6.666666666666667
