year,country,tonnes
2023,Lebanon,44874.0
2023,Senegal,37500.0
2023,Saudi Arabia,35702.97
2023,Equatorial Guinea,31388.65
2023,Portugal,30980.0
2023,Eswatini,28400.0
2023,Togo,25361.18
2023,Somalia,23569.76
2023,Samoa,22202.93
2023,Benin,21024.22
2023,Guyana,19011.0
2023,Oman,18432.0
2023,Vanuatu,17716.77
2023,Gabon,17562.54
2023,El Salvador,15534.99
2023,Fiji,12364.8
2023,Dominica,11537.18
2023,Mauritius,11246.0
2023,Bahamas,10569.56
2023,Guinea-Bissau,8742.76
2023,Kiribati,7390.76
2023,Cyprus,6530.0
2023,Sao Tome and Principe,5601.43
2023,Cabo Verde,4162.0
2023,Suriname,4036.0
2023,Saint Lucia,3759.0
2023,United States of America,3538.97
2023,Trinidad and Tobago,3273.44
2023,Bhutan,2348.53
2023,Grenada,2159.0
2023,Micronesia (Federated States of),2041.28
2023,Seychelles,2012.23
2023,New Caledonia,1936.11
2023,Brunei Darussalam,1881.25
2023,Greece,1380.0
2023,Syrian Arab Republic,1332.0
2023,Barbados,825.51
2023,Tonga,817.42
2023,Zambia,684.72
2023,Maldives,512.23
2023,Timor-Leste,511.23
2023,United Arab Emirates,320.0
2023,Solomon Islands,319.32
2023,Tuvalu,293.58
2023,French Polynesia,281.71
2023,Algeria,234.82
2023,Niue,82.12
2023,Japan,17.92
2023,Cook Islands,9.56
2023,Antigua and Barbuda,4.83
