year,country,tonnes
2024,Costa Rica,3118093.29
2024,Philippines,2919939.73
2024,Indonesia,2740600.78
2024,China,2521594.03
2024,Brazil,2223204.0
2024,"China, mainland",2145779.95
2024,India,1733499.0
2024,Nigeria,1611660.86
2024,Mexico,1292644.69
2024,Thailand,1092211.0
2024,Colombia,910264.53
2024,Angola,809041.0
2024,Viet Nam,806529.0
2024,Ghana,695234.82
2024,Dominican Republic,630000.0
2024,Peru,585409.28
2024,Malaysia,516870.27
2024,Benin,483538.83
2024,United Republic of Tanzania,469291.0
2024,Venezuela (Bolivarian Republic of),466465.63
2024,Guatemala,436740.8
2024,Ecuador,390378.74
2024,Malawi,384714.46
2024,"China, Taiwan Province of",375814.08
2024,Cameroon,318508.28
2024,Bangladesh,208827.0
2024,Kenya,196039.0
2024,Democratic Republic of the Congo,186333.62
2024,United States of America,168183.03
2024,Honduras,137852.15
2024,Panama,125026.67
2024,South Africa,121396.64
2024,Madagascar,88423.89
2024,Bolivia (Plurinational State of),86526.71
2024,Paraguay,83757.53
2024,Australia,76220.0
2024,Lao People's Democratic Republic,75110.0
2024,Eswatini,68673.64
2024,Mozambique,53229.63
2024,Guinea,51662.48
2024,Jamaica,51220.0
2024,Sri Lanka,50425.0
2024,Guyana,39231.0
2024,C̫te d'Ivoire,32590.44
2024,Cambodia,24591.02
2024,Cuba,23872.6
2024,Papua New Guinea,23680.01
2024,Rwanda,22427.56
2024,Central African Republic,15861.33
2024,Fiji,11863.4
2024,Zimbabwe,11280.0
2024,Zambia,10687.89
2024,Liberia,9327.96
2024,Uganda,8828.37
2024,Nepal,8516.0
2024,Haiti,7207.86
2024,Japan,6472.4
2024,Israel,6111.0
2024,Mauritius,5802.1
2024,Puerto Rico,5334.72
2024,Samoa,4645.99
2024,South Sudan,4194.33
2024,Vanuatu,3800.0
2024,Congo,3741.24
2024,Sudan,3669.97
2024,Suriname,3449.06
2024,Belize,3320.0
2024,Argentina,3224.38
2024,French Polynesia,2490.02
2024,Dominica,2401.61
2024,Ethiopia,2097.51
2024,Togo,1914.2
2024,Gabon,1264.63
2024,Brunei Darussalam,1239.79
2024,Republic of Korea,956.86
2024,El Salvador,830.64
2024,Trinidad and Tobago,820.0
2024,Guinea-Bissau,402.93
2024,Timor-Leste,135.38
2024,Bhutan,126.98
2024,Grenada,59.0
2024,Saint Lucia,47.0
2024,Seychelles,32.46
2024,Cook Islands,16.77
2024,Antigua and Barbuda,6.59
2024,Saint Kitts and Nevis,1.3
2023,Indonesia,3156576.45
2023,Costa Rica,2946205.08
2023,Philippines,2944259.54
2023,China,2475337.79
2023,Brazil,2381317.5
2023,"China, mainland",2096717.79
2023,India,1828000.0
2023,Nigeria,1606193.83
2023,Mexico,1272559.15
2023,Thailand,1249408.0
2023,Colombia,853169.38
2023,Viet Nam,780557.6
2023,Angola,759158.0
2023,Ghana,696333.04
2023,Peru,583018.79
2023,Dominican Republic,560000.0
2023,Ecuador,507987.49
2023,Benin,477427.8
2023,Venezuela (Bolivarian Republic of),467774.0
2023,United Republic of Tanzania,458316.41
2023,Malaysia,440848.47
2023,Guatemala,425756.69
2023,"China, Taiwan Province of",378620.0
2023,Malawi,370626.0
2023,Cameroon,309994.09
2023,Kenya,232078.0
2023,Bangladesh,196735.0
2023,Democratic Republic of the Congo,186901.14
2023,United States of America,168208.2
2023,Honduras,140000.0
2023,South Africa,128419.58
2023,Panama,128291.0
2023,Madagascar,87744.96
2023,Bolivia (Plurinational State of),87084.23
2023,Australia,72178.0
2023,Paraguay,71125.76
2023,Guinea,71052.77
2023,Lao People's Democratic Republic,69910.0
2023,Nicaragua,68647.81
2023,Eswatini,58000.0
2023,Mozambique,53450.02
2023,Jamaica,49149.0
2023,Sri Lanka,45325.0
2023,Guyana,35576.0
2023,C̫te d'Ivoire,34405.35
2023,Cuba,28454.06
2023,Cambodia,24664.67
2023,Papua New Guinea,23568.52
2023,Rwanda,23341.26
2023,Central African Republic,15824.01
2023,Puerto Rico,12384.47
2023,Zambia,10719.02
2023,Zimbabwe,10383.96
2023,Nepal,9740.51
2023,Liberia,9350.13
2023,Fiji,8590.8
2023,Uganda,8430.08
2023,Haiti,7205.06
2023,Japan,6750.0
2023,Israel,6309.0
2023,Mauritius,5918.1
2023,Samoa,4638.4
2023,Belize,4258.0
2023,South Sudan,4190.07
2023,Vanuatu,3800.0
2023,Congo,3748.6
2023,Sudan,3715.38
2023,Suriname,3426.0
2023,Argentina,3226.04
2023,French Polynesia,2518.77
2023,Dominica,2413.87
2023,Ethiopia,1986.35
2023,Togo,1917.56
2023,Gabon,1262.19
2023,Brunei Darussalam,1237.98
2023,El Salvador,1104.23
2023,Republic of Korea,952.92
2023,Trinidad and Tobago,950.0
2023,Guinea-Bissau,403.74
2023,Bhutan,139.35
2023,Timor-Leste,135.51
2023,Grenada,82.0
2023,Saint Lucia,60.0
2023,Seychelles,32.63
2023,Cook Islands,16.77
2023,Saint Kitts and Nevis,8.0
2023,Antigua and Barbuda,1.36
