year,exporter_code,exporter,importer_code,importer,value_usd,net_kg,unit_usd_kg,provisional
2016,276,Germany,380,Italy,791660.314,115921.0,6.8293,False
2016,724,Spain,246,Finland,777815.859,100244.0,7.7592,False
2016,710,South Africa,372,Ireland,767013.34,81120.0,9.4553,False
2016,56,Belgium,428,Latvia,717677.115,63879.9,11.2348,False
2016,56,Belgium,251,France,675206.394,95074.91,7.1018,False
2016,528,Netherlands,642,Romania,669909.393,66894.0,10.0145,False
2016,251,France,528,Netherlands,667394.0,139105.0,4.7978,False
2016,710,South Africa,458,Malaysia,619736.747,54174.0,11.4397,False
2016,724,Spain,703,Slovakia,576317.38,70992.15,8.118,False
2016,616,Poland,56,Belgium,571663.0,128635.0,4.4441,False
2016,504,Morocco,251,France,561663.0,80347.0,6.9905,False
2016,842,USA,682,Saudi Arabia,554481.0,56941.0,9.7378,False
2016,620,Portugal,251,France,549466.87,67285.0,8.1663,False
2016,504,Morocco,842,USA,547232.0,54660.0,10.0116,False
2016,604,Peru,764,Thailand,546668.12,63248.5,8.6432,False
2016,152,Chile,76,Brazil,522696.0,63530.0,8.2275,False
2016,528,Netherlands,634,Qatar,514673.575,53472.0,9.6251,False
2016,152,Chile,724,Spain,502202.0,70056.0,7.1686,False
2016,616,Poland,203,Czechia,485460.0,83112.0,5.841,False
2016,724,Spain,440,Lithuania,482995.164,69768.5,6.9228,False
2016,724,Spain,702,Singapore,479513.567,67998.0,7.0519,False
2016,528,Netherlands,428,Latvia,475185.411,42924.0,11.0704,False
2016,504,Morocco,458,Malaysia,467769.0,35748.0,13.0852,False
2016,604,Peru,784,United Arab Emirates,460663.96,48360.0,9.5257,False
2016,710,South Africa,784,United Arab Emirates,449114.242,32885.1,13.6571,False
2016,688,Serbia,276,Germany,446760.0,87983.0,5.0778,False
2016,56,Belgium,442,Luxembourg,442604.368,36748.86,12.044,False
2016,528,Netherlands,620,Portugal,438721.609,46094.0,9.518,False
2016,724,Spain,348,Hungary,436320.897,44391.5,9.8289,False
2016,504,Morocco,643,Russian Federation,435720.0,58770.0,7.414,False
2016,152,Chile,251,France,430097.0,60145.0,7.151,False
2016,56,Belgium,440,Lithuania,428635.321,34285.34,12.502,False
2016,528,Netherlands,682,Saudi Arabia,425879.687,51488.0,8.2714,False
2016,276,Germany,348,Hungary,422719.522,84350.0,5.0115,False
2016,152,Chile,784,United Arab Emirates,422094.0,55110.0,7.6591,False
2016,620,Portugal,56,Belgium,409625.251,66570.0,6.1533,False
2016,616,Poland,703,Slovakia,404759.0,75547.0,5.3577,False
2016,528,Netherlands,702,Singapore,394431.413,38369.0,10.28,False
2016,620,Portugal,40,Austria,392117.799,51359.0,7.6348,False
2016,620,Portugal,276,Germany,386343.582,43347.0,8.9128,False
2016,724,Spain,442,Luxembourg,380979.132,34767.2,10.958,False
2016,842,USA,634,Qatar,373375.0,32639.0,11.4395,False
2016,528,Netherlands,792,Türkiye,367462.16,70714.0,5.1965,False
2016,152,Chile,56,Belgium,363717.0,68591.0,5.3027,False
2016,251,France,56,Belgium,362387.0,36117.0,10.0337,False
2016,152,Chile,380,Italy,359369.0,61790.0,5.816,False
2016,504,Morocco,826,United Kingdom,352994.0,29525.0,11.9558,False
2016,616,Poland,440,Lithuania,351657.0,81525.0,4.3135,False
2016,528,Netherlands,233,Estonia,343755.102,32508.0,10.5745,False
2016,616,Poland,112,Belarus,343734.0,177930.0,1.9318,False
2016,504,Morocco,344,"China, Hong Kong SAR",337343.0,31740.0,10.6283,False
2016,276,Germany,703,Slovakia,335217.981,35274.0,9.5033,False
2016,344,"China, Hong Kong SAR",446,"China, Macao SAR",332930.208,31805.0,10.4679,False
2016,56,Belgium,643,Russian Federation,330463.09,25541.5,12.9383,False
2016,276,Germany,724,Spain,324755.564,29415.0,11.0405,False
2016,528,Netherlands,348,Hungary,319233.878,34132.0,9.3529,False
2016,724,Spain,458,Malaysia,317628.015,40575.0,7.8282,False
2016,710,South Africa,702,Singapore,316573.662,26417.0,11.9837,False
2016,528,Netherlands,422,Lebanon,315741.592,39624.0,7.9684,False
2016,56,Belgium,203,Czechia,297273.063,30219.38,9.8372,False
2016,528,Netherlands,414,Kuwait,294921.727,25689.0,11.4805,False
2016,124,Canada,36,Australia,285606.924,80781.0,3.5356,False
2016,124,Canada,490,"Other Asia, nes",282866.297,87903.0,3.2179,False
2016,842,USA,372,Ireland,281085.0,62852.0,4.4722,False
2016,124,Canada,392,Japan,279094.918,61449.0,4.5419,False
2016,688,Serbia,643,Russian Federation,271445.0,51350.0,5.2862,False
2016,620,Portugal,752,Sweden,263224.839,31672.0,8.311,False
2016,124,Canada,702,Singapore,257580.397,52440.0,4.9119,False
2016,604,Peru,380,Italy,254536.78,27077.76,9.4002,False
2016,528,Netherlands,470,Malta,253676.911,24929.0,10.176,False
2016,842,USA,458,Malaysia,251537.0,57165.0,4.4002,False
2016,620,Portugal,724,Spain,250396.074,25191.0,9.9399,False
2016,604,Peru,251,France,249514.26,27630.0,9.0306,False
2016,842,USA,36,Australia,248082.0,23506.0,10.554,False
2016,528,Netherlands,300,Greece,247852.747,19502.0,12.7091,False
2016,152,Chile,458,Malaysia,246072.0,40268.0,6.1109,False
2016,604,Peru,188,Costa Rica,241794.77,23778.6,10.1686,False
2016,124,Canada,792,Türkiye,241112.492,244944.0,0.9844,False
2016,251,France,724,Spain,230500.0,26822.0,8.5937,False
2016,152,Chile,170,Colombia,227849.0,31702.0,7.1872,False
2016,604,Peru,458,Malaysia,226629.67,31500.0,7.1946,False
2016,604,Peru,757,Switzerland,225805.36,30790.0,7.3337,False
2016,124,Canada,528,Netherlands,217977.893,87305.0,2.4967,False
2016,710,South Africa,344,"China, Hong Kong SAR",211544.338,17749.0,11.9187,False
2016,842,USA,156,China,200000.0,119583.0,1.6725,False
2016,616,Poland,40,Austria,194628.0,282946.0,0.6879,False
2016,616,Poland,246,Finland,193814.0,36060.0,5.3748,False
2016,604,Peru,56,Belgium,186429.02,19068.0,9.7771,False
2016,528,Netherlands,48,Bahrain,179587.793,22111.0,8.1221,False
2016,620,Portugal,642,Romania,177929.54,34512.0,5.1556,False
2016,528,Netherlands,344,"China, Hong Kong SAR",175264.748,17406.0,10.0692,False
2016,484,Mexico,380,Italy,169805.0,18959.013,8.9564,False
2016,56,Belgium,40,Austria,166272.503,18702.0,8.8906,False
2016,616,Poland,642,Romania,163122.0,87641.0,1.8613,False
2016,688,Serbia,70,Bosnia Herzegovina,159178.0,26715.0,5.9584,False
2016,124,Canada,826,United Kingdom,158755.613,51421.0,3.0874,False
2016,276,Germany,752,Sweden,156764.693,16756.0,9.3557,False
2016,56,Belgium,233,Estonia,152888.415,9772.75,15.6444,False
2016,842,USA,764,Thailand,143926.0,33396.0,4.3097,False
2016,528,Netherlands,196,Cyprus,143497.888,9861.0,14.5521,False
2016,710,South Africa,724,Spain,136840.127,12806.0,10.6856,False
2016,842,USA,608,Philippines,134326.0,17741.0,7.5715,False
2016,276,Germany,705,Slovenia,130649.604,12314.0,10.6098,False
2016,724,Spain,233,Estonia,128391.363,13889.0,9.2441,False
2016,251,France,705,Slovenia,126499.0,18015.0,7.0219,False
2016,56,Belgium,208,Denmark,115594.352,12476.45,9.265,False
2016,724,Spain,191,Croatia,113271.156,12294.5,9.2132,False
2016,124,Canada,372,Ireland,113094.604,17640.0,6.4113,False
2016,528,Netherlands,703,Slovakia,112171.297,10952.0,10.2421,False
2016,604,Peru,643,Russian Federation,111075.6,15246.0,7.2856,False
2016,842,USA,352,Iceland,108503.0,29129.0,3.7249,False
2016,724,Spain,634,Qatar,106959.733,8310.5,12.8704,False
2016,528,Netherlands,705,Slovenia,104234.283,9455.656,11.0235,False
2016,616,Poland,392,Japan,103352.0,13020.0,7.9379,False
2016,124,Canada,276,Germany,100343.749,34209.0,2.9333,False
2016,152,Chile,682,Saudi Arabia,99391.0,14399.0,6.9026,False
2016,616,Poland,702,Singapore,96908.0,18096.0,5.3552,False
2016,528,Netherlands,191,Croatia,95897.93,10563.0,9.0787,False
2016,152,Chile,643,Russian Federation,95215.0,13182.0,7.2231,False
2016,528,Netherlands,818,Egypt,91866.923,7893.0,11.639,False
2016,124,Canada,458,Malaysia,86771.914,20499.0,4.233,False
2016,276,Germany,56,Belgium,86448.879,16184.0,5.3416,False
2016,616,Poland,784,United Arab Emirates,86337.0,12209.0,7.0716,False
2016,528,Netherlands,804,Ukraine,85587.003,6525.0,13.1168,False
2016,724,Spain,428,Latvia,80983.128,8883.0,9.1166,False
2016,842,USA,44,Bahamas,80081.0,11725.0,6.8299,False
2016,842,USA,792,Türkiye,80000.0,12384.0,6.4599,False
2016,616,Poland,688,Serbia,79037.0,23800.0,3.3209,False
2016,528,Netherlands,699,India,78986.283,7165.0,11.0239,False
2016,688,Serbia,826,United Kingdom,78142.0,10902.0,7.1677,False
2016,124,Canada,203,Czechia,72831.09,36288.0,2.007,False
2016,528,Netherlands,398,Kazakhstan,68896.597,10268.0,6.7098,False
2016,276,Germany,251,France,68392.022,9925.0,6.8909,False
2016,251,France,40,Austria,67295.0,6639.0,10.1363,False
2016,616,Poland,233,Estonia,67284.0,10752.0,6.2578,False
2016,251,France,442,Luxembourg,67186.0,14818.0,4.5341,False
2016,688,Serbia,440,Lithuania,65683.0,12175.0,5.3949,False
2016,251,France,203,Czechia,64036.0,9655.0,6.6324,False
2016,724,Spain,682,Saudi Arabia,63914.282,5535.0,11.5473,False
2016,528,Netherlands,100,Bulgaria,63210.708,5464.0,11.5686,False
2016,724,Spain,705,Slovenia,59930.246,8613.0,6.9581,False
2016,842,USA,76,Brazil,59789.0,7733.0,7.7317,False
2016,251,France,616,Poland,57983.0,13864.0,4.1823,False
2016,604,Peru,372,Ireland,57757.31,6361.0,9.0799,False
2016,688,Serbia,251,France,56873.0,7713.0,7.3737,False
2016,124,Canada,251,France,56721.609,28802.0,1.9694,False
2016,152,Chile,858,Uruguay,54925.0,7762.0,7.0761,False
2016,528,Netherlands,368,Iraq,54892.054,3408.0,16.1068,False
2016,56,Belgium,422,Lebanon,54560.663,7746.0,7.0437,False
2016,528,Netherlands,512,Oman,53843.373,5912.0,9.1075,False
2016,152,Chile,188,Costa Rica,53522.0,8009.0,6.6827,False
2016,616,Poland,804,Ukraine,53433.0,26008.0,2.0545,False
2016,152,Chile,764,Thailand,51658.0,7380.0,6.9997,False
2016,528,Netherlands,842,USA,48898.641,3378.0,14.4756,False
2016,842,USA,554,New Zealand,47712.0,12169.0,3.9208,False
2016,504,Morocco,414,Kuwait,47044.0,3623.0,12.9848,False
2016,528,Netherlands,404,Kenya,46158.574,3560.0,12.9659,False
2016,842,USA,360,Indonesia,46016.0,5059.0,9.0959,False
2016,528,Netherlands,458,Malaysia,45468.303,5186.0,8.7675,False
2016,616,Poland,410,Rep. of Korea,44221.0,1620.0,27.2969,False
2016,724,Spain,504,Morocco,43871.258,18870.28,2.3249,False
2016,688,Serbia,499,Montenegro,42702.0,11589.0,3.6847,False
2016,276,Germany,440,Lithuania,42516.024,4511.355,9.4242,False
2016,276,Germany,442,Luxembourg,41165.606,4723.0,8.716,False
2016,152,Chile,360,Indonesia,40509.0,7070.0,5.7297,False
2016,724,Spain,300,Greece,40388.299,2623.5,15.3948,False
2016,56,Belgium,380,Italy,40248.378,5795.13,6.9452,False
2016,616,Poland,348,Hungary,38947.0,12251.0,3.1791,False
2016,616,Poland,458,Malaysia,38840.0,6660.0,5.8318,False
2016,528,Netherlands,112,Belarus,38474.881,3141.0,12.2492,False
2016,616,Poland,428,Latvia,37842.0,6262.0,6.0431,False
2016,724,Spain,360,Indonesia,37468.894,4200.0,8.9212,False
2016,484,Mexico,643,Russian Federation,36867.0,4116.262,8.9564,False
2016,124,Canada,56,Belgium,36446.105,24100.0,1.5123,False
2016,710,South Africa,480,Mauritius,35634.925,4580.7,7.7794,False
2016,124,Canada,784,United Arab Emirates,35075.792,10946.0,3.2044,False
2016,528,Netherlands,566,Nigeria,34832.151,3157.0,11.0333,False
2016,251,France,579,Norway,34364.0,3105.0,11.0673,False
2016,604,Peru,152,Chile,34069.4,3816.0,8.928,False
2016,124,Canada,428,Latvia,31216.882,45737.0,0.6825,False
2016,124,Canada,764,Thailand,30823.747,6863.0,4.4913,False
2016,56,Belgium,724,Spain,30422.4,4180.32,7.2775,False
2016,504,Morocco,784,United Arab Emirates,28272.0,5285.0,5.3495,False
2016,842,USA,422,Lebanon,28000.0,9072.0,3.0864,False
2016,251,France,620,Portugal,27425.0,2100.0,13.0595,False
2016,152,Chile,222,El Salvador,27322.0,3319.0,8.232,False
2016,842,USA,380,Italy,26340.0,13862.0,1.9002,False
2016,152,Chile,591,Panama,25809.0,5876.0,4.3923,False
2016,616,Poland,191,Croatia,25592.0,11270.0,2.2708,False
2016,152,Chile,36,Australia,25252.0,9866.0,2.5595,False
2016,620,Portugal,76,Brazil,25238.131,3374.0,7.4802,False
2016,842,USA,579,Norway,25000.0,3870.0,6.4599,False
2016,842,USA,251,France,24624.0,6606.0,3.7275,False
2016,604,Peru,792,Türkiye,24413.0,1800.0,13.5628,False
2016,724,Spain,579,Norway,23903.281,2367.0,10.0986,False
2016,842,USA,60,Bermuda,23461.0,7661.0,3.0624,False
2016,56,Belgium,372,Ireland,22596.0,1723.15,13.1132,False
2016,56,Belgium,703,Slovakia,22374.962,3211.56,6.967,False
2016,152,Chile,899,M49-899,22293.0,1440.0,15.4812,False
2016,344,"China, Hong Kong SAR",704,Viet Nam,21256.785,78900.0,0.2694,False
2016,724,Spain,292,Gibraltar,20894.805,2628.54,7.9492,False
2016,724,Spain,470,Malta,20037.513,2189.0,9.1537,False
2016,616,Poland,496,Mongolia,19585.0,5091.0,3.847,False
2016,724,Spain,100,Bulgaria,18872.856,8753.5,2.156,False
2016,152,Chile,554,New Zealand,18872.0,7210.0,2.6175,False
2016,842,USA,780,Trinidad and Tobago,18855.0,3401.0,5.544,False
2016,724,Spain,414,Kuwait,18486.869,1709.0,10.8174,False
2016,616,Poland,251,France,17969.0,3292.0,5.4584,False
2016,724,Spain,48,Bahrain,17003.626,1462.5,11.6264,False
2016,842,USA,591,Panama,16960.0,5515.0,3.0752,False
2016,604,Peru,222,El Salvador,16894.8,1440.0,11.7325,False
2016,842,USA,136,Cayman Isds,16883.0,2169.0,7.7838,False
2016,251,France,372,Ireland,16522.0,1071.0,15.4267,False
2016,724,Spain,398,Kazakhstan,15970.273,1335.0,11.9628,False
2016,710,South Africa,516,Namibia,15921.092,4361.3,3.6505,False
2016,604,Peru,404,Kenya,15293.7,2520.0,6.0689,False
2016,710,South Africa,72,Botswana,15166.112,6882.77,2.2035,False
2016,124,Canada,554,New Zealand,14831.98,22861.0,0.6488,False
2016,528,Netherlands,360,Indonesia,14767.823,1000.0,14.7678,False
2016,276,Germany,837,M49-837,14538.023,2578.0,5.6393,False
2016,528,Netherlands,498,Rep. of Moldova,14514.503,1059.0,13.7059,False
2016,616,Poland,724,Spain,14324.0,1140.0,12.5649,False
2016,124,Canada,616,Poland,14261.519,21228.0,0.6718,False
2016,251,France,703,Slovakia,13796.0,1352.0,10.2041,False
2016,842,USA,414,Kuwait,13566.0,1240.0,10.9403,False
2016,688,Serbia,784,United Arab Emirates,13326.0,1448.0,9.203,False
2016,616,Poland,344,"China, Hong Kong SAR",12262.0,2100.0,5.839,False
2016,276,Germany,372,Ireland,11818.37,8151.147,1.4499,False
2016,710,South Africa,404,Kenya,11477.973,1044.0,10.9942,False
2016,842,USA,320,Guatemala,10800.0,1360.0,7.9412,False
2016,124,Canada,360,Indonesia,10775.37,3120.0,3.4536,False
2016,842,USA,170,Colombia,10470.0,1731.0,6.0485,False
2016,842,USA,858,Uruguay,10470.0,1731.0,6.0485,False
2016,710,South Africa,426,Lesotho,9728.796,8129.8,1.1967,False
2016,842,USA,724,Spain,8925.0,2474.0,3.6075,False
2016,620,Portugal,246,Finland,8919.162,1080.0,8.2585,False
2016,710,South Africa,682,Saudi Arabia,8289.187,1765.0,4.6964,False
2016,604,Peru,554,New Zealand,8160.0,1440.0,5.6667,False
2016,152,Chile,792,Türkiye,8109.0,2160.0,3.7542,False
2016,528,Netherlands,400,Jordan,7215.769,1403.0,5.1431,False
2016,842,USA,222,El Salvador,7200.0,1072.0,6.7164,False
2016,152,Chile,214,Dominican Rep.,6570.0,3744.0,1.7548,False
2016,604,Peru,156,China,6304.61,2422.151,2.6029,False
2016,616,Poland,795,Turkmenistan,6011.0,2000.0,3.0055,False
2016,688,Serbia,56,Belgium,5524.0,1230.0,4.4911,False
2016,842,USA,188,Costa Rica,5280.0,1393.0,3.7904,False
2016,528,Netherlands,288,Ghana,5192.522,1180.0,4.4004,False
2016,251,France,266,Gabon,5109.0,3496.0,1.4614,False
2016,710,South Africa,894,Zambia,2481.594,1531.81,1.62,False
2016,710,South Africa,716,Zimbabwe,1488.492,3060.0,0.4864,False
2016,152,Chile,320,Guatemala,1392.0,1188.0,1.1717,False
2017,152,Chile,842,USA,293177327.0,55734217.0,5.2603,False
2017,842,USA,124,Canada,161593968.0,33292797.0,4.8537,False
2017,604,Peru,842,USA,160331521.73,19112535.74,8.3888,False
2017,124,Canada,842,USA,156237455.394,80474006.0,1.9415,False
2017,604,Peru,528,Netherlands,97042915.05,11334168.0,8.562,False
2017,724,Spain,276,Germany,93479048.346,17282574.0,5.4089,False
2017,504,Morocco,724,Spain,90568478.998,14362435.5,6.3059,False
2017,724,Spain,826,United Kingdom,81605509.015,10870220.5,7.5073,False
2017,528,Netherlands,276,Germany,79131105.944,9331782.0,8.4797,False
2017,484,Mexico,842,USA,71134564.0,9161682.656,7.7644,False
2017,152,Chile,826,United Kingdom,53300624.0,9765169.0,5.4582,False
2017,152,Chile,528,Netherlands,52704502.0,9062469.0,5.8157,False
2017,724,Spain,528,Netherlands,47466032.299,6425518.5,7.3871,False
2017,152,Chile,156,China,42659170.0,5972431.0,7.1427,False
2017,604,Peru,826,United Kingdom,38232236.74,4702848.9,8.1296,False
2017,604,Peru,156,China,33866988.41,4077172.5,8.3065,False
2017,528,Netherlands,56,Belgium,30980712.888,3048341.0,10.1631,False
2017,344,"China, Hong Kong SAR",156,China,29780082.256,6485740.0,4.5916,False
2017,710,South Africa,826,United Kingdom,27571191.591,2523701.8,10.9249,False
2017,528,Netherlands,826,United Kingdom,27164739.011,3071503.0,8.8441,False
2017,528,Netherlands,579,Norway,24977993.217,2211027.0,11.297,False
2017,616,Poland,826,United Kingdom,22946420.0,3936743.0,5.8288,False
2017,616,Poland,276,Germany,21790329.0,3400692.472,6.4076,False
2017,724,Spain,251,France,20149662.058,2719809.0,7.4085,False
2017,724,Spain,56,Belgium,15832648.136,1775861.57,8.9155,False
2017,528,Netherlands,208,Denmark,14514261.126,1561182.0,9.297,False
2017,276,Germany,40,Austria,14219927.083,2311166.0,6.1527,False
2017,604,Peru,344,"China, Hong Kong SAR",14132058.08,1713173.4,8.2491,False
2017,251,France,757,Switzerland,12938527.33,1346008.0,9.6125,False
2017,710,South Africa,528,Netherlands,12376518.76,1129589.5,10.9567,False
2017,528,Netherlands,372,Ireland,11650122.485,1252528.0,9.3013,False
2017,152,Chile,124,Canada,11290625.0,2133113.0,5.293,False
2017,724,Spain,757,Switzerland,10938249.488,1291025.0,8.4725,False
2017,152,Chile,410,Rep. of Korea,10002103.0,1356010.0,7.3761,False
2017,616,Poland,528,Netherlands,9728637.0,1775113.0,5.4806,False
2017,484,Mexico,392,Japan,9229421.0,1188691.145,7.7644,False
2017,616,Poland,579,Norway,9032531.0,897488.0,10.0642,False
2017,724,Spain,372,Ireland,8722363.916,1198407.0,7.2783,False
2017,528,Netherlands,757,Switzerland,8345951.518,826875.0,10.0934,False
2017,604,Peru,124,Canada,7558343.21,837254.83,9.0275,False
2017,528,Netherlands,752,Sweden,6923571.661,700871.0,9.8785,False
2017,724,Spain,380,Italy,6669051.698,942917.0,7.0728,False
2017,528,Netherlands,724,Spain,6490183.443,679498.0,9.5514,False
2017,528,Netherlands,616,Poland,5941794.463,760291.0,7.8152,False
2017,842,USA,410,Rep. of Korea,5917525.0,1692707.0,3.4959,False
2017,724,Spain,616,Poland,5684802.09,1145179.4,4.9641,False
2017,152,Chile,490,"Other Asia, nes",5625051.0,583666.0,9.6374,False
2017,152,Chile,276,Germany,5425147.0,1039704.0,5.218,False
2017,604,Peru,724,Spain,5242050.6,581321.5,9.0175,False
2017,528,Netherlands,251,France,4982626.203,573060.0,8.6948,False
2017,842,USA,392,Japan,4405761.0,608078.0,7.2454,False
2017,528,Netherlands,40,Austria,4404899.476,428784.0,10.273,False
2017,620,Portugal,528,Netherlands,4363016.266,633762.0,6.8843,False
2017,56,Belgium,528,Netherlands,4221229.344,613393.4,6.8818,False
2017,842,USA,826,United Kingdom,4185606.0,765083.0,5.4708,False
2017,504,Morocco,528,Netherlands,4094120.854,532892.28,7.6828,False
2017,276,Germany,528,Netherlands,4052092.702,563277.0,7.1938,False
2017,152,Chile,344,"China, Hong Kong SAR",4023259.0,604443.0,6.6561,False
2017,528,Netherlands,380,Italy,3734565.215,429756.0,8.69,False
2017,616,Poland,752,Sweden,3550817.0,373359.0,9.5105,False
2017,528,Netherlands,352,Iceland,3521944.757,322935.0,10.906,False
2017,616,Poland,208,Denmark,3470978.0,498639.0,6.9609,False
2017,710,South Africa,372,Ireland,3403042.487,357731.0,9.5129,False
2017,56,Belgium,246,Finland,2748206.652,283106.0,9.7073,False
2017,528,Netherlands,643,Russian Federation,2742746.753,265981.0,10.3118,False
2017,710,South Africa,276,Germany,2721497.971,218564.0,12.4517,False
2017,251,France,380,Italy,2675028.245,384089.0,6.9646,False
2017,528,Netherlands,784,United Arab Emirates,2660064.157,284702.0,9.3433,False
2017,152,Chile,392,Japan,2659385.0,325505.0,8.17,False
2017,152,Chile,724,Spain,2596265.0,374496.0,6.9327,False
2017,276,Germany,616,Poland,2589697.15,257266.0,10.0662,False
2017,276,Germany,380,Italy,2577460.608,358660.0,7.1864,False
2017,528,Netherlands,246,Finland,2558697.198,261798.0,9.7736,False
2017,616,Poland,380,Italy,2524959.0,345252.0,7.3134,False
2017,56,Belgium,752,Sweden,2442563.97,251238.0,9.7221,False
2017,724,Spain,344,"China, Hong Kong SAR",2388712.056,311340.0,7.6724,False
2017,724,Spain,620,Portugal,2382143.187,469450.5,5.0743,False
2017,842,USA,784,United Arab Emirates,2316130.0,262611.0,8.8196,False
2017,620,Portugal,724,Spain,2244906.347,365554.0,6.1411,False
2017,251,France,826,United Kingdom,2132011.457,240110.0,8.8793,False
2017,620,Portugal,826,United Kingdom,2114009.186,319558.0,6.6154,False
2017,504,Morocco,251,France,2081781.885,422165.75,4.9312,False
2017,56,Belgium,579,Norway,2032452.14,185614.0,10.9499,False
2017,276,Germany,203,Czechia,1948340.581,270146.0,7.2122,False
2017,616,Poland,757,Switzerland,1929878.0,251579.0,7.6711,False
2017,842,USA,56,Belgium,1894752.0,802736.0,2.3604,False
2017,688,Serbia,643,Russian Federation,1791932.0,275416.0,6.5063,False
2017,152,Chile,702,Singapore,1746960.0,262745.0,6.6489,False
2017,724,Spain,752,Sweden,1731072.374,314890.5,5.4974,False
2017,724,Spain,40,Austria,1725181.167,275293.05,6.2667,False
2017,724,Spain,208,Denmark,1663921.356,198042.8,8.4018,False
2017,842,USA,702,Singapore,1597146.0,264897.0,6.0293,False
2017,504,Morocco,702,Singapore,1502217.339,120689.0,12.447,False
2017,620,Portugal,56,Belgium,1474811.936,241463.0,6.1078,False
2017,842,USA,344,"China, Hong Kong SAR",1421346.0,198756.0,7.1512,False
2017,688,Serbia,528,Netherlands,1382817.0,209728.0,6.5934,False
2017,528,Netherlands,428,Latvia,1341817.096,130675.0,10.2684,False
2017,724,Spain,203,Czechia,1337738.767,240365.9,5.5654,False
2017,124,Canada,156,China,1306277.099,369650.0,3.5338,False
2017,842,USA,484,Mexico,1270455.0,237214.0,5.3557,False
2017,56,Belgium,643,Russian Federation,1255143.487,107849.31,11.6379,False
2017,604,Peru,702,Singapore,1239267.06,171162.0,7.2403,False
2017,842,USA,490,"Other Asia, nes",1226128.0,261422.0,4.6902,False
2017,528,Netherlands,203,Czechia,1222774.305,166673.0,7.3364,False
2017,276,Germany,724,Spain,1218413.68,133516.0,9.1256,False
2017,528,Netherlands,442,Luxembourg,1190528.42,121485.0,9.7998,False
2017,842,USA,682,Saudi Arabia,1173367.0,116602.0,10.063,False
2017,710,South Africa,458,Malaysia,1172245.162,103432.5,11.3334,False
2017,724,Spain,702,Singapore,1133104.193,172868.0,6.5547,False
2017,152,Chile,372,Ireland,1070752.0,199602.0,5.3644,False
2017,616,Poland,642,Romania,1069342.0,216309.0,4.9436,False
2017,251,France,276,Germany,1063038.263,121271.0,8.7658,False
2017,724,Spain,784,United Arab Emirates,1004318.616,112669.0,8.9139,False
2017,276,Germany,251,France,946103.174,109928.0,8.6066,False
2017,604,Peru,764,Thailand,905152.29,109865.3,8.2387,False
2017,620,Portugal,251,France,894252.233,133535.0,6.6968,False
2017,276,Germany,246,Finland,879047.331,115480.0,7.6121,False
2017,724,Spain,246,Finland,871332.795,149074.0,5.845,False
2017,484,Mexico,702,Singapore,853722.0,109954.003,7.7644,False
2017,616,Poland,56,Belgium,851384.0,183660.0,4.6357,False
2017,724,Spain,233,Estonia,835119.989,195617.5,4.2691,False
2017,616,Poland,372,Ireland,795945.0,160059.0,4.9728,False
2017,710,South Africa,702,Singapore,794357.418,66054.5,12.0258,False
2017,724,Spain,458,Malaysia,776977.082,93478.0,8.3119,False
2017,124,Canada,344,"China, Hong Kong SAR",767046.031,149891.0,5.1174,False
2017,56,Belgium,352,Iceland,747586.187,72487.0,10.3134,False
2017,56,Belgium,276,Germany,718316.545,112023.52,6.4122,False
2017,528,Netherlands,620,Portugal,695363.447,75946.0,9.156,False
2017,276,Germany,757,Switzerland,685534.417,62411.0,10.9842,False
2017,124,Canada,702,Singapore,684006.616,133786.0,5.1127,False
2017,528,Netherlands,634,Qatar,671017.532,54682.0,12.2713,False
2017,710,South Africa,344,"China, Hong Kong SAR",650862.905,63657.0,10.2245,False
2017,276,Germany,705,Slovenia,627092.277,78917.0,7.9462,False
2017,276,Germany,208,Denmark,626333.141,80639.0,7.7671,False
2017,604,Peru,56,Belgium,619753.75,89981.5,6.8876,False
2017,56,Belgium,208,Denmark,618340.154,57621.4,10.7311,False
2017,616,Poland,724,Spain,607265.0,92410.0,6.5714,False
2017,56,Belgium,251,France,606713.294,91007.08,6.6667,False
2017,152,Chile,76,Brazil,588617.0,81799.0,7.1959,False
2017,276,Germany,348,Hungary,584062.169,123432.0,4.7319,False
2017,152,Chile,32,Argentina,569627.0,85221.0,6.6841,False
2017,152,Chile,380,Italy,562906.0,90005.0,6.2542,False
2017,724,Spain,348,Hungary,553501.372,78436.2,7.0567,False
2017,251,France,616,Poland,551800.577,184553.0,2.9899,False
2017,504,Morocco,458,Malaysia,547836.042,42303.0,12.9503,False
2017,251,France,56,Belgium,547165.818,57758.0,9.4734,False
2017,124,Canada,528,Netherlands,536028.679,265593.0,2.0182,False
2017,724,Spain,703,Slovakia,531135.982,85130.5,6.2391,False
2017,842,USA,528,Netherlands,527245.0,251260.0,2.0984,False
2017,56,Belgium,442,Luxembourg,521247.976,47420.63,10.992,False
2017,616,Poland,233,Estonia,520071.0,76560.0,6.793,False
2017,152,Chile,784,United Arab Emirates,516408.0,56273.0,9.1768,False
2017,528,Netherlands,792,Türkiye,509033.685,103053.0,4.9395,False
2017,710,South Africa,724,Spain,506343.575,48749.0,10.3867,False
2017,604,Peru,276,Germany,504523.84,77472.82,6.5123,False
2017,842,USA,36,Australia,492771.0,69365.0,7.104,False
2017,276,Germany,752,Sweden,492429.313,69452.0,7.0902,False
