year,month,exporter_code,exporter,importer_code,importer,value_usd,net_kg,unit_usd_kg
2020,1,152,Chile,842,USA,80892883.885,19489553.361,4.1506
2020,1,152,Chile,528,Netherlands,43398232.324,9363550.69,4.6348
2020,1,152,Chile,826,United Kingdom,23495051.601,4212563.95,5.5774
2020,1,344,"China, Hong Kong SAR",156,China,22202961.847,4572950.0,4.8553
2020,1,152,Chile,156,China,22167633.228,5454867.2,4.0638
2020,1,604,Peru,842,USA,17590927.59,3506625.0,5.0165
2020,1,528,Netherlands,276,Germany,17255810.44,2744936.0,6.2864
2020,1,504,Morocco,724,Spain,13444753.367,1656617.8,8.1158
2020,1,484,Mexico,842,USA,8406132.0,2313621.0,3.6333
2020,1,152,Chile,276,Germany,8031816.21,1824707.9,4.4017
2020,1,604,Peru,528,Netherlands,7917895.8,1522287.5,5.2013
2020,1,152,Chile,124,Canada,5059857.5,978555.79,5.1707
2020,1,152,Chile,410,Rep. of Korea,3959789.4,612064.09,6.4696
2020,1,528,Netherlands,40,Austria,3936731.574,194905.0,20.1982
2020,1,504,Morocco,579,Norway,3067034.445,367034.0,8.3563
2020,1,528,Netherlands,826,United Kingdom,3059394.64,449590.0,6.8049
2020,1,528,Netherlands,56,Belgium,2875890.149,397742.0,7.2305
2020,1,528,Netherlands,579,Norway,2754884.015,260844.0,10.5614
2020,1,528,Netherlands,616,Poland,2698225.557,390257.0,6.914
2020,1,152,Chile,724,Spain,2486963.13,506441.32,4.9107
2020,1,604,Peru,156,China,2170517.68,376902.0,5.7588
2020,1,152,Chile,490,"Other Asia, nes",2073442.55,262222.44,7.9072
2020,1,504,Morocco,528,Netherlands,2026906.185,257184.0,7.8812
2020,1,528,Netherlands,208,Denmark,1854139.752,230890.0,8.0304
2020,1,276,Germany,40,Austria,1668803.702,238609.0,6.9939
2020,1,528,Netherlands,724,Spain,1625123.785,210638.0,7.7152
2020,1,724,Spain,528,Netherlands,1435112.052,252387.0,5.6862
2020,1,152,Chile,702,Singapore,1337668.51,235386.0,5.6829
2020,1,152,Chile,56,Belgium,1267938.912,304109.67,4.1693
2020,1,528,Netherlands,203,Czechia,1099446.257,140590.0,7.8202
2020,1,528,Netherlands,246,Finland,1094439.994,115457.0,9.4792
2020,1,56,Belgium,528,Netherlands,948720.806,180992.01,5.2418
2020,1,528,Netherlands,757,Switzerland,942217.427,128305.0,7.3436
2020,1,504,Morocco,251,France,901636.207,102824.0,8.7687
2020,1,616,Poland,752,Sweden,898312.0,104100.0,8.6293
2020,1,484,Mexico,392,Japan,884327.0,95459.0,9.2639
2020,1,724,Spain,380,Italy,861623.63,131864.0,6.5342
2020,1,528,Netherlands,372,Ireland,833418.359,123736.0,6.7355
2020,1,152,Chile,392,Japan,817848.23,115349.36,7.0902
2020,1,604,Peru,826,United Kingdom,813439.59,204856.6,3.9708
2020,1,152,Chile,344,"China, Hong Kong SAR",800885.97,129544.5,6.1823
2020,1,152,Chile,372,Ireland,779818.59,148937.6,5.2359
2020,1,504,Morocco,702,Singapore,778849.892,55365.0,14.0675
2020,1,528,Netherlands,380,Italy,722597.915,115786.0,6.2408
2020,1,528,Netherlands,251,France,694832.584,99159.0,7.0073
2020,1,528,Netherlands,752,Sweden,688149.058,88100.0,7.811
2020,1,276,Germany,616,Poland,597368.093,78774.0,7.5833
2020,1,724,Spain,826,United Kingdom,579233.191,53949.4,10.7366
2020,1,724,Spain,251,France,578952.374,59781.1,9.6845
2020,1,152,Chile,251,France,500379.27,89604.0,5.5843
2020,1,528,Netherlands,643,Russian Federation,499027.784,60621.0,8.2319
2020,1,528,Netherlands,642,Romania,465744.465,69282.3,6.7224
2020,1,152,Chile,380,Italy,463354.51,96128.28,4.8202
2020,1,276,Germany,724,Spain,433910.852,70928.0,6.1176
2020,1,152,Chile,643,Russian Federation,422043.82,63900.0,6.6048
2020,1,724,Spain,276,Germany,410333.377,44139.7,9.2962
2020,1,251,France,757,Switzerland,410323.83,35886.0,11.4341
2020,1,616,Poland,208,Denmark,410283.0,47880.0,8.569
2020,1,251,France,528,Netherlands,407197.968,41273.0,9.866
2020,1,56,Belgium,643,Russian Federation,402286.26,55065.6,7.3056
2020,1,528,Netherlands,784,United Arab Emirates,401786.41,50028.0,8.0312
2020,1,528,Netherlands,352,Iceland,380810.06,50830.0,7.4918
2020,1,528,Netherlands,440,Lithuania,380097.417,52017.0,7.3072
2020,1,724,Spain,56,Belgium,355887.288,44503.0,7.9969
2020,1,528,Netherlands,703,Slovakia,351227.601,60111.3,5.843
2020,1,152,Chile,458,Malaysia,328049.94,59310.0,5.5311
2020,1,528,Netherlands,620,Portugal,304553.917,42348.0,7.1917
2020,1,724,Spain,620,Portugal,263353.199,39763.67,6.623
2020,1,842,USA,616,Poland,260643.0,63160.848,4.1267
2020,1,616,Poland,528,Netherlands,249416.0,42362.0,5.8877
2020,1,528,Netherlands,428,Latvia,241784.711,29943.0,8.0748
2020,1,276,Germany,528,Netherlands,227381.994,31987.0,7.1086
2020,1,152,Chile,376,Israel,227118.54,34460.7,6.5907
2020,1,152,Chile,764,Thailand,209522.03,31407.0,6.6712
2020,1,724,Spain,372,Ireland,203234.271,17950.0,11.3222
2020,1,276,Germany,203,Czechia,199538.961,29894.0,6.6749
2020,1,504,Morocco,643,Russian Federation,192804.43,20440.5,9.4325
2020,1,604,Peru,344,"China, Hong Kong SAR",187200.0,35100.0,5.3333
2020,1,616,Poland,428,Latvia,184238.0,21240.0,8.6741
2020,1,152,Chile,76,Brazil,182305.59,27174.0,6.7088
2020,1,276,Germany,380,Italy,173809.437,41414.0,4.1969
2020,1,528,Netherlands,348,Hungary,171786.951,27113.15,6.3359
2020,1,152,Chile,682,Saudi Arabia,148468.3,23310.0,6.3693
2020,1,276,Germany,246,Finland,135261.217,16965.0,7.973
2020,1,56,Belgium,440,Lithuania,130702.099,17517.0,7.4614
2020,1,152,Chile,616,Poland,126747.0,34740.0,3.6484
2020,1,56,Belgium,428,Latvia,123411.949,15199.8,8.1193
2020,1,276,Germany,703,Slovakia,117632.735,15205.0,7.7365
2020,1,724,Spain,616,Poland,117550.803,14383.0,8.1729
2020,1,56,Belgium,579,Norway,116507.769,14745.3,7.9013
2020,1,276,Germany,348,Hungary,113061.607,17705.0,6.3859
2020,1,842,USA,484,Mexico,107940.0,22806.2,4.7329
2020,1,56,Belgium,246,Finland,104063.799,10239.5,10.163
2020,1,124,Canada,842,USA,104045.33,21742.0,4.7855
2020,1,528,Netherlands,634,Qatar,100323.944,13100.0,7.6583
2020,1,528,Netherlands,705,Slovenia,99473.656,13739.201,7.2401
2020,1,276,Germany,208,Denmark,99205.027,13541.0,7.3263
2020,1,528,Netherlands,442,Luxembourg,92550.362,9394.15,9.8519
2020,1,528,Netherlands,233,Estonia,91347.083,13350.0,6.8425
2020,1,710,South Africa,702,Singapore,84333.455,12036.6,7.0064
2020,1,152,Chile,899,M49-899,83743.74,13545.0,6.1826
2020,1,724,Spain,208,Denmark,81547.685,5580.0,14.6143
2020,1,528,Netherlands,804,Ukraine,79920.372,8441.0,9.4681
2020,1,528,Netherlands,414,Kuwait,77299.577,10146.0,7.6187
2020,1,842,USA,528,Netherlands,74097.0,62529.0,1.185
2020,1,152,Chile,699,India,69670.95,11131.5,6.2589
2020,1,152,Chile,804,Ukraine,67026.0,15000.0,4.4684
2020,1,710,South Africa,784,United Arab Emirates,66186.762,10872.0,6.0878
2020,1,528,Netherlands,300,Greece,65627.548,7875.0,8.3337
2020,1,724,Spain,757,Switzerland,62612.691,6523.0,9.5988
2020,1,528,Netherlands,792,Türkiye,61803.474,19023.0,3.2489
2020,1,842,USA,410,Rep. of Korea,61333.0,23120.0,2.6528
2020,1,56,Belgium,724,Spain,61184.84,9867.58,6.2006
2020,1,528,Netherlands,470,Malta,60447.01,8462.0,7.1433
2020,1,251,France,372,Ireland,59077.245,5122.0,11.534
2020,1,528,Netherlands,512,Oman,57030.32,7923.0,7.1981
2020,1,56,Belgium,208,Denmark,57010.139,6670.68,8.5464
2020,1,710,South Africa,458,Malaysia,54178.777,8171.6,6.6301
2020,1,56,Belgium,442,Luxembourg,54149.643,5449.95,9.9358
2020,1,251,France,826,United Kingdom,53979.958,4402.0,12.2626
2020,1,842,USA,392,Japan,53614.0,15009.0,3.5721
2020,1,152,Chile,32,Argentina,53253.0,13500.0,3.9447
2020,1,620,Portugal,528,Netherlands,52705.619,8921.0,5.908
2020,1,724,Spain,442,Luxembourg,51731.962,4817.0,10.7395
2020,1,251,France,380,Italy,46151.982,4394.0,10.5034
2020,1,842,USA,784,United Arab Emirates,46077.0,8713.397,5.2881
2020,1,152,Chile,858,Uruguay,45672.0,7920.0,5.7667
2020,1,842,USA,44,Bahamas,44068.0,6908.0,6.3793
2020,1,710,South Africa,344,"China, Hong Kong SAR",41991.311,6527.6,6.4329
2020,1,504,Morocco,784,United Arab Emirates,41875.427,2700.0,15.5094
2020,1,604,Peru,76,Brazil,41413.8,7447.5,5.5608
2020,1,842,USA,36,Australia,41000.0,16322.0,2.5119
2020,1,710,South Africa,372,Ireland,40960.345,5832.0,7.0234
2020,1,56,Belgium,826,United Kingdom,40476.874,12525.0,3.2317
2020,1,56,Belgium,752,Sweden,36767.156,4560.87,8.0614
2020,1,528,Netherlands,534,Saint Maarten,36702.23,3760.0,9.7612
2020,1,528,Netherlands,398,Kazakhstan,33975.982,2836.0,11.9802
2020,1,604,Peru,764,Thailand,33035.25,6120.0,5.3979
2020,1,604,Peru,458,Malaysia,32108.69,6885.0,4.6636
2020,1,528,Netherlands,682,Saudi Arabia,31365.177,3555.0,8.8228
2020,1,152,Chile,757,Switzerland,30023.51,5040.0,5.957
2020,1,528,Netherlands,699,India,29167.306,2948.0,9.8939
2020,1,616,Poland,804,Ukraine,29104.0,10582.0,2.7503
2020,1,620,Portugal,372,Ireland,28627.828,2160.0,13.2536
2020,1,528,Netherlands,566,Nigeria,27970.687,3508.0,7.9734
2020,1,276,Germany,642,Romania,27411.229,12988.0,2.1105
2020,1,710,South Africa,682,Saudi Arabia,26936.198,3909.0,6.8908
2020,1,251,France,56,Belgium,26455.497,3221.0,8.2134
2020,1,276,Germany,752,Sweden,25984.833,3546.0,7.3279
2020,1,620,Portugal,724,Spain,25783.916,4426.0,5.8256
2020,1,528,Netherlands,344,"China, Hong Kong SAR",25073.493,3184.0,7.8748
2020,1,724,Spain,203,Czechia,24413.044,2537.75,9.62
2020,1,724,Spain,100,Bulgaria,24393.352,9328.5,2.6149
2020,1,152,Chile,214,Dominican Rep.,23799.6,1530.0,15.5553
2020,1,528,Netherlands,191,Croatia,23298.546,3550.45,6.5621
2020,1,528,Netherlands,688,Serbia,22578.132,2010.0,11.2329
2020,1,616,Poland,620,Portugal,22105.0,2534.0,8.7234
2020,1,604,Peru,222,El Salvador,21333.83,2729.52,7.816
2020,1,724,Spain,40,Austria,19821.624,1900.5,10.4297
2020,1,528,Netherlands,702,Singapore,18073.606,1718.0,10.5201
2020,1,56,Belgium,372,Ireland,18073.395,2546.08,7.0985
2020,1,724,Spain,300,Greece,16485.367,3028.0,5.4443
2020,1,724,Spain,702,Singapore,16298.503,1530.0,10.6526
2020,1,152,Chile,360,Indonesia,15307.25,2874.0,5.3261
2020,1,528,Netherlands,196,Cyprus,15059.858,1326.0,11.3574
2020,1,710,South Africa,634,Qatar,15010.243,2588.0,5.7999
2020,1,724,Spain,348,Hungary,13967.317,2429.4,5.7493
2020,1,724,Spain,233,Estonia,13851.14,6746.0,2.0532
2020,1,528,Netherlands,112,Belarus,13835.489,1634.0,8.4673
2020,1,276,Germany,705,Slovenia,13594.611,1420.0,9.5737
2020,1,710,South Africa,528,Netherlands,13192.663,2160.0,6.1077
2020,1,620,Portugal,826,United Kingdom,12306.969,1982.0,6.2094
2020,1,604,Peru,170,Colombia,11727.04,3060.0,3.8324
2020,1,528,Netherlands,498,Rep. of Moldova,11017.107,1237.0,8.9063
2020,1,528,Netherlands,100,Bulgaria,10977.146,1352.3,8.1174
2020,1,604,Peru,188,Costa Rica,10816.37,1242.0,8.7088
2020,1,344,"China, Hong Kong SAR",446,"China, Macao SAR",10790.069,1510.0,7.1457
2020,1,528,Netherlands,462,Maldives,10654.126,1388.0,7.6759
2020,1,710,South Africa,48,Bahrain,9318.012,1640.0,5.6817
2020,1,604,Peru,784,United Arab Emirates,9289.2,2295.0,4.0476
2020,1,152,Chile,188,Costa Rica,8970.0,1170.0,7.6667
2020,1,56,Belgium,276,Germany,8689.595,3359.02,2.5869
2020,1,56,Belgium,251,France,8347.615,1445.7,5.7741
2020,1,604,Peru,48,Bahrain,8299.5,1912.5,4.3396
2020,1,842,USA,60,Bermuda,8085.0,1252.0,6.4577
2020,1,276,Germany,440,Lithuania,7884.586,1170.0,6.739
2020,1,710,South Africa,516,Namibia,7639.905,1204.24,6.3442
2020,1,56,Belgium,616,Poland,6939.701,1151.46,6.0269
2020,1,842,USA,490,"Other Asia, nes",6812.0,1650.732,4.1267
2020,1,528,Netherlands,400,Jordan,6529.232,2117.0,3.0842
2020,1,124,Canada,490,"Other Asia, nes",6454.603,1087.0,5.938
2020,1,620,Portugal,56,Belgium,6266.153,1060.0,5.9115
2020,1,604,Peru,591,Panama,6231.35,1242.0,5.0172
2020,1,604,Peru,724,Spain,6130.0,1083.0,5.6602
2020,1,604,Peru,276,Germany,5707.98,1522.77,3.7484
2020,1,604,Peru,702,Singapore,4651.2,1147.5,4.0533
2020,2,152,Chile,842,USA,74505833.153,13332760.995,5.5882
2020,2,504,Morocco,724,Spain,32272296.115,4444611.2,7.261
2020,2,152,Chile,528,Netherlands,26958300.66,5923264.05,4.5513
2020,2,528,Netherlands,276,Germany,18543672.242,2823805.0,6.5669
2020,2,344,"China, Hong Kong SAR",156,China,16489477.755,3161290.0,5.2161
2020,2,152,Chile,826,United Kingdom,13117107.67,2307637.84,5.6842
2020,2,152,Chile,156,China,12694187.81,2903790.52,4.3716
2020,2,504,Morocco,528,Netherlands,12323834.762,1725530.0,7.1421
2020,2,484,Mexico,842,USA,10938516.0,2699457.0,4.0521
2020,2,528,Netherlands,826,United Kingdom,7972612.785,1229419.0,6.4849
2020,2,724,Spain,528,Netherlands,6614084.144,813121.0,8.1342
2020,2,152,Chile,276,Germany,6078307.82,1283890.77,4.7343
2020,2,504,Morocco,579,Norway,4671877.552,870671.0,5.3658
2020,2,724,Spain,276,Germany,4577469.67,546511.5,8.3758
2020,2,152,Chile,124,Canada,4064305.843,818993.626,4.9626
2020,2,604,Peru,842,USA,3828519.33,876256.0,4.3692
2020,2,724,Spain,826,United Kingdom,3385567.554,383709.0,8.8233
2020,2,504,Morocco,251,France,3337336.48,514022.0,6.4926
2020,2,528,Netherlands,616,Poland,3326581.155,442303.0,7.521
2020,2,604,Peru,528,Netherlands,3287202.37,601291.0,5.4669
2020,2,528,Netherlands,56,Belgium,2905360.263,388629.0,7.4759
2020,2,504,Morocco,643,Russian Federation,2447086.117,273629.0,8.9431
2020,2,152,Chile,410,Rep. of Korea,1745717.13,270842.8,6.4455
2020,2,152,Chile,56,Belgium,1686478.949,301772.3,5.5886
2020,2,528,Netherlands,208,Denmark,1630462.166,197475.0,8.2565
2020,2,276,Germany,40,Austria,1573845.586,229824.0,6.848
2020,2,528,Netherlands,40,Austria,1445716.198,200096.0,7.2251
2020,2,484,Mexico,124,Canada,1406409.0,162017.0,8.6806
2020,2,528,Netherlands,724,Spain,1365681.132,181793.0,7.5123
2020,2,528,Netherlands,246,Finland,1211453.898,142559.0,8.4979
2020,2,724,Spain,251,France,1150543.006,136234.0,8.4453
2020,2,724,Spain,380,Italy,1135754.43,243952.5,4.6556
2020,2,56,Belgium,528,Netherlands,1076407.807,200603.88,5.3658
2020,2,251,France,757,Switzerland,1071247.222,105822.0,10.1231
2020,2,528,Netherlands,579,Norway,1038134.19,92857.0,11.1799
2020,2,724,Spain,56,Belgium,995984.217,134201.5,7.4216
2020,2,528,Netherlands,428,Latvia,995351.694,155622.157,6.396
2020,2,724,Spain,757,Switzerland,939603.687,97057.4,9.6809
2020,2,484,Mexico,392,Japan,928798.0,95059.0,9.7708
2020,2,528,Netherlands,752,Sweden,902655.922,106230.0,8.4972
2020,2,528,Netherlands,380,Italy,846273.801,141697.0,5.9724
2020,2,504,Morocco,702,Singapore,832469.915,63475.5,13.1148
2020,2,528,Netherlands,203,Czechia,821177.034,116732.0,7.0347
2020,2,152,Chile,490,"Other Asia, nes",807227.9,86998.2,9.2787
2020,2,528,Netherlands,251,France,794330.014,97478.0,8.1488
2020,2,152,Chile,702,Singapore,673520.86,139057.5,4.8435
2020,2,56,Belgium,643,Russian Federation,653269.434,69792.0,9.3602
2020,2,528,Netherlands,372,Ireland,641707.997,90978.0,7.0534
2020,2,616,Poland,752,Sweden,622316.0,70593.0,8.8155
2020,2,124,Canada,528,Netherlands,554413.534,447236.0,1.2396
2020,2,276,Germany,616,Poland,536812.802,62374.0,8.6064
2020,2,528,Netherlands,643,Russian Federation,525545.755,59508.0,8.8315
2020,2,604,Peru,826,United Kingdom,518692.63,86121.9,6.0228
2020,2,251,France,380,Italy,493627.911,56769.0,8.6954
2020,2,504,Morocco,344,"China, Hong Kong SAR",464739.745,63564.0,7.3114
2020,2,528,Netherlands,642,Romania,393385.88,58346.157,6.7423
2020,2,152,Chile,344,"China, Hong Kong SAR",370452.62,53772.0,6.8893
2020,2,152,Chile,251,France,362485.09,59256.0,6.1173
2020,2,528,Netherlands,703,Slovakia,347341.698,55763.0,6.2289
2020,2,724,Spain,616,Poland,336674.809,48246.7,6.9782
2020,2,152,Chile,380,Italy,336167.26,64912.5,5.1788
2020,2,616,Poland,208,Denmark,334864.0,38676.0,8.6582
2020,2,152,Chile,392,Japan,325874.544,50689.0,6.4289
2020,2,528,Netherlands,348,Hungary,311372.646,53390.157,5.832
2020,2,528,Netherlands,757,Switzerland,297395.708,41864.0,7.1039
2020,2,528,Netherlands,352,Iceland,293754.528,37234.0,7.8894
2020,2,724,Spain,620,Portugal,286731.381,39847.21,7.1958
2020,2,842,USA,616,Poland,281041.0,74517.971,3.7715
2020,2,152,Chile,724,Spain,278371.12,73859.2,3.7689
2020,2,528,Netherlands,440,Lithuania,273024.123,38792.0,7.0382
2020,2,124,Canada,616,Poland,261276.65,189705.0,1.3773
2020,2,276,Germany,724,Spain,257209.692,45335.0,5.6735
2020,2,616,Poland,428,Latvia,255959.0,29160.0,8.7777
2020,2,152,Chile,376,Israel,254244.7,41203.5,6.1705
2020,2,724,Spain,372,Ireland,237672.861,34245.0,6.9404
2020,2,56,Belgium,428,Latvia,234686.603,25490.5,9.2068
2020,2,276,Germany,348,Hungary,229155.489,31950.0,7.1723
2020,2,251,France,616,Poland,220252.647,23428.0,9.4013
2020,2,251,France,528,Netherlands,211791.458,24879.0,8.5129
2020,2,528,Netherlands,784,United Arab Emirates,209643.173,29515.0,7.1029
2020,2,528,Netherlands,634,Qatar,193140.636,25236.0,7.6534
2020,2,152,Chile,643,Russian Federation,184118.8,26006.4,7.0797
2020,2,724,Spain,705,Slovenia,175806.048,19754.0,8.8998
2020,2,528,Netherlands,620,Portugal,172218.303,30413.47,5.6626
2020,2,152,Chile,32,Argentina,162293.42,38525.04,4.2127
2020,2,56,Belgium,724,Spain,144218.058,22133.9,6.5157
2020,2,251,France,826,United Kingdom,139685.417,13913.0,10.0399
2020,2,528,Netherlands,804,Ukraine,127729.174,14553.0,8.7768
2020,2,616,Poland,642,Romania,125848.0,41575.0,3.027
2020,2,152,Chile,372,Ireland,124354.17,19008.0,6.5422
2020,2,842,USA,410,Rep. of Korea,123461.0,46240.0,2.67
2020,2,276,Germany,528,Netherlands,119505.714,34329.0,3.4812
2020,2,56,Belgium,579,Norway,119362.968,14493.6,8.2356
2020,2,724,Spain,428,Latvia,115418.651,13716.0,8.4149
2020,2,528,Netherlands,699,India,114855.822,10382.0,11.063
2020,2,620,Portugal,528,Netherlands,110591.967,16327.0,6.7736
2020,2,152,Chile,764,Thailand,109036.01,14880.0,7.3277
2020,2,528,Netherlands,233,Estonia,108129.618,14916.0,7.2492
2020,2,251,France,372,Ireland,106453.519,9438.0,11.2792
2020,2,251,France,276,Germany,97418.727,10283.0,9.4738
2020,2,604,Peru,156,China,96597.54,23400.0,4.1281
2020,2,124,Canada,842,USA,94047.491,59364.0,1.5843
2020,2,724,Spain,40,Austria,92754.931,9807.0,9.458
2020,2,842,USA,528,Netherlands,91912.0,92429.0,0.9944
2020,2,528,Netherlands,470,Malta,87501.72,13060.0,6.7
2020,2,724,Spain,642,Romania,86565.199,11012.0,7.861
2020,2,276,Germany,380,Italy,80697.0,13886.0,5.8114
2020,2,528,Netherlands,300,Greece,78052.537,8346.0,9.3521
2020,2,276,Germany,246,Finland,77388.423,10245.0,7.5538
2020,2,276,Germany,208,Denmark,74731.965,9983.0,7.4859
2020,2,56,Belgium,440,Lithuania,73309.811,9900.92,7.4043
2020,2,724,Spain,208,Denmark,71949.445,5376.0,13.3835
2020,2,724,Spain,360,Indonesia,70319.093,6007.5,11.7052
2020,2,842,USA,36,Australia,69552.0,6532.0,10.6479
2020,2,842,USA,392,Japan,69549.0,25822.0,2.6934
2020,2,724,Spain,344,"China, Hong Kong SAR",68874.006,8730.0,7.8893
2020,2,56,Belgium,442,Luxembourg,66575.101,6658.99,9.9978
2020,2,528,Netherlands,792,Türkiye,66102.838,21773.0,3.036
2020,2,724,Spain,203,Czechia,64990.441,7196.5,9.0308
2020,2,724,Spain,348,Hungary,64729.888,7504.0,8.6261
2020,2,56,Belgium,246,Finland,60482.576,5376.8,11.2488
2020,2,251,France,442,Luxembourg,54825.978,5145.0,10.6562
2020,2,528,Netherlands,414,Kuwait,54583.887,7721.0,7.0695
2020,2,616,Poland,804,Ukraine,53419.0,20396.0,2.6191
2020,2,710,South Africa,784,United Arab Emirates,52054.476,8752.0,5.9477
2020,2,528,Netherlands,191,Croatia,51622.089,8241.0,6.2641
2020,2,528,Netherlands,442,Luxembourg,49002.708,4745.157,10.3269
2020,2,152,Chile,458,Malaysia,48226.34,8280.0,5.8244
2020,2,152,Chile,76,Brazil,47502.11,9112.5,5.2129
2020,2,56,Belgium,208,Denmark,46903.877,5451.44,8.6039
2020,2,528,Netherlands,512,Oman,46552.355,5518.0,8.4365
2020,2,724,Spain,442,Luxembourg,46084.77,4272.0,10.7876
2020,2,620,Portugal,372,Ireland,44628.713,2317.0,19.2614
2020,2,528,Netherlands,344,"China, Hong Kong SAR",44165.25,3240.0,13.6312
2020,2,724,Spain,100,Bulgaria,41520.711,18783.0,2.2105
2020,2,56,Belgium,826,United Kingdom,39445.01,13422.1,2.9388
2020,2,724,Spain,458,Malaysia,36580.452,3712.5,9.8533
2020,2,842,USA,608,Philippines,34942.0,4536.0,7.7033
2020,2,842,USA,784,United Arab Emirates,33635.0,6271.751,5.3629
2020,2,620,Portugal,826,United Kingdom,32971.268,4356.0,7.5692
2020,2,724,Spain,233,Estonia,32957.255,3960.0,8.3225
2020,2,604,Peru,170,Colombia,32262.18,7650.0,4.2173
2020,2,842,USA,376,Israel,32000.0,8484.794,3.7715
2020,2,251,France,56,Belgium,31918.935,3782.0,8.4397
2020,2,251,France,724,Spain,31684.478,3473.0,9.1231
2020,2,528,Netherlands,705,Slovenia,31264.635,4091.94,7.6405
2020,2,152,Chile,699,India,30539.64,5820.0,5.2474
2020,2,276,Germany,752,Sweden,29843.714,3663.0,8.1473
2020,2,152,Chile,360,Indonesia,29424.92,4680.0,6.2874
2020,2,604,Peru,76,Brazil,24240.0,4680.0,5.1795
2020,2,528,Netherlands,566,Nigeria,23375.958,2863.0,8.1648
2020,2,528,Netherlands,398,Kazakhstan,22616.97,1877.0,12.0495
2020,2,484,Mexico,414,Kuwait,22572.0,2310.0,9.7714
2020,2,842,USA,484,Mexico,21736.0,6376.0,3.409
2020,2,528,Netherlands,688,Serbia,21343.266,1770.0,12.0583
2020,2,152,Chile,858,Uruguay,21329.98,2250.0,9.48
2020,2,528,Netherlands,462,Maldives,20850.36,2494.0,8.3602
2020,2,724,Spain,752,Sweden,20781.244,2244.8,9.2575
2020,2,724,Spain,300,Greece,20610.777,3045.0,6.7687
2020,2,528,Netherlands,682,Saudi Arabia,20169.888,1253.0,16.0973
2020,2,276,Germany,642,Romania,20013.947,9479.0,2.1114
2020,2,528,Netherlands,842,USA,19935.431,2440.0,8.1703
2020,2,842,USA,533,Aruba,19913.0,5279.928,3.7715
2020,2,528,Netherlands,498,Rep. of Moldova,19631.181,1841.0,10.6633
2020,2,842,USA,136,Cayman Isds,19228.0,2572.0,7.4759
2020,2,842,USA,44,Bahamas,19006.0,2164.0,8.7828
2020,2,528,Netherlands,100,Bulgaria,18766.415,2202.313,8.5212
2020,2,528,Netherlands,268,Georgia,17961.626,1638.0,10.9656
2020,2,344,"China, Hong Kong SAR",446,"China, Macao SAR",17734.693,2754.0,6.4396
2020,2,616,Poland,276,Germany,17092.0,5565.0,3.0713
2020,2,724,Spain,498,Rep. of Moldova,16675.719,1799.0,9.2694
2020,2,724,Spain,48,Bahrain,16090.164,1515.0,10.6206
2020,2,528,Netherlands,196,Cyprus,15994.363,1576.0,10.1487
2020,2,528,Netherlands,534,Saint Maarten,15812.25,1100.0,14.3748
2020,2,528,Netherlands,112,Belarus,15444.752,1906.0,8.1032
2020,2,724,Spain,246,Finland,14618.698,1615.0,9.0518
2020,2,620,Portugal,724,Spain,14537.456,2399.0,6.0598
2020,2,152,Chile,682,Saudi Arabia,14392.2,2880.0,4.9973
2020,2,276,Germany,203,Czechia,14208.124,3900.0,3.6431
2020,2,152,Chile,222,El Salvador,13740.0,1812.96,7.5788
2020,2,724,Spain,703,Slovakia,13295.376,10159.0,1.3087
2020,2,56,Belgium,251,France,12813.855,2558.05,5.0092
2020,2,710,South Africa,72,Botswana,12462.681,1700.75,7.3278
2020,2,842,USA,414,Kuwait,12384.0,3283.615,3.7715
2020,2,620,Portugal,56,Belgium,11825.382,1588.0,7.4467
2020,2,124,Canada,156,China,11692.147,1899.0,6.157
2020,2,724,Spain,784,United Arab Emirates,11042.261,1080.0,10.2243
2020,2,56,Belgium,276,Germany,10862.514,1274.31,8.5242
2020,2,56,Belgium,616,Poland,9888.294,1534.62,6.4435
2020,2,152,Chile,188,Costa Rica,8970.0,1170.0,7.6667
2020,2,528,Netherlands,702,Singapore,8910.476,1041.0,8.5595
2020,2,842,USA,56,Belgium,8559.0,2269.417,3.7715
2020,2,724,Spain,764,Thailand,7655.31,1080.0,7.0883
2020,2,620,Portugal,251,France,6316.176,1087.0,5.8106
2020,2,504,Morocco,56,Belgium,5536.435,3080.0,1.7975
2020,2,710,South Africa,480,Mauritius,5318.572,2172.0,2.4487
2020,2,616,Poland,112,Belarus,4744.0,2265.0,2.0945
2020,2,724,Spain,470,Malta,4645.53,4800.0,0.9678
2020,2,528,Netherlands,400,Jordan,3359.831,1439.0,2.3348
2020,3,152,Chile,842,USA,52572641.319,7655670.096,6.8672
2020,3,504,Morocco,724,Spain,44620848.707,7186571.0,6.2089
2020,3,484,Mexico,842,USA,38123548.0,6683085.0,5.7045
2020,3,724,Spain,276,Germany,25255867.146,3344261.0,7.552
2020,3,724,Spain,826,United Kingdom,15746099.579,1798401.0,8.7556
2020,3,504,Morocco,528,Netherlands,15657193.187,2918180.0,5.3654
2020,3,528,Netherlands,276,Germany,14979823.95,2170817.0,6.9005
2020,3,842,USA,124,Canada,14880878.0,1572499.0,9.4632
2020,3,724,Spain,528,Netherlands,12721759.842,1602984.0,7.9363
2020,3,152,Chile,826,United Kingdom,8080495.0,1283776.03,6.2943
2020,3,504,Morocco,579,Norway,5796977.64,1391770.0,4.1652
2020,3,528,Netherlands,826,United Kingdom,5053398.383,833426.0,6.0634
