year,month,exporter_code,exporter,importer_code,importer,value_usd,net_kg,unit_usd_kg
2021,11,710,South Africa,480,Mauritius,30120.306,6000.0,5.0201
2021,11,724,Spain,203,Czechia,29327.419,12228.5,2.3983
2021,11,710,South Africa,516,Namibia,29178.811,14207.3,2.0538
2021,11,344,"China, Hong Kong SAR",446,"China, Macao SAR",28839.942,3754.0,7.6825
2021,11,616,Poland,703,Slovakia,28119.0,3751.0,7.4964
2021,11,528,Netherlands,196,Cyprus,27987.239,3612.0,7.7484
2021,11,528,Netherlands,634,Qatar,24340.452,3707.0,6.5661
2021,11,152,Chile,699,India,24107.619,3960.0,6.0878
2021,11,528,Netherlands,705,Slovenia,23686.427,2654.0,8.9248
2021,11,276,Germany,428,Latvia,23611.094,3441.0,6.8617
2021,11,842,USA,780,Trinidad and Tobago,23442.0,3875.0,6.0495
2021,11,504,Morocco,344,"China, Hong Kong SAR",22376.233,1402.5,15.9545
2021,11,504,Morocco,528,Netherlands,21787.236,2610.0,8.3476
2021,11,616,Poland,826,United Kingdom,20284.0,5131.0,3.9532
2021,11,724,Spain,246,Finland,18349.904,2146.0,8.5507
2021,11,724,Spain,300,Greece,17288.284,1976.5,8.7469
2021,11,484,Mexico,414,Kuwait,17090.0,1191.0,14.3493
2021,11,842,USA,52,Barbados,17025.0,8057.0,2.1131
2021,11,724,Spain,233,Estonia,15367.871,7920.0,1.9404
2021,11,842,USA,682,Saudi Arabia,14804.0,1035.0,14.3034
2021,11,842,USA,320,Guatemala,14455.0,4445.0,3.252
2021,11,56,Belgium,372,Ireland,14266.187,1813.74,7.8656
2021,11,724,Spain,703,Slovakia,13929.701,2365.5,5.8887
2021,11,710,South Africa,72,Botswana,13627.217,3821.34,3.5661
2021,11,504,Morocco,634,Qatar,13617.105,1353.0,10.0644
2021,11,724,Spain,860,Uzbekistan,13139.393,1005.0,13.074
2021,11,276,Germany,348,Hungary,12938.962,8757.0,1.4776
2021,11,620,Portugal,826,United Kingdom,11778.153,1545.22,7.6223
2021,11,528,Netherlands,398,Kazakhstan,11280.501,1261.0,8.9457
2021,11,616,Poland,642,Romania,11231.0,2941.0,3.8188
2021,11,620,Portugal,56,Belgium,11222.289,1476.83,7.5989
2021,11,616,Poland,112,Belarus,11210.0,2721.0,4.1198
2021,11,528,Netherlands,344,"China, Hong Kong SAR",11070.483,1195.0,9.264
2021,11,528,Netherlands,702,Singapore,11070.483,1298.0,8.5289
2021,11,56,Belgium,208,Denmark,11028.741,1683.16,6.5524
2021,11,842,USA,170,Colombia,10000.0,1458.0,6.8587
2021,11,724,Spain,196,Cyprus,9981.126,10515.1,0.9492
2021,11,528,Netherlands,31,Azerbaijan,8680.382,1170.0,7.4191
2021,11,842,USA,344,"China, Hong Kong SAR",8592.0,2727.0,3.1507
2021,11,620,Portugal,276,Germany,7769.541,1251.18,6.2098
2021,11,842,USA,60,Bermuda,6626.0,1026.0,6.4581
2021,12,152,Chile,842,USA,33847064.275,6725901.0,5.0323
2021,12,528,Netherlands,276,Germany,27139257.296,4394798.0,6.1753
2021,12,344,"China, Hong Kong SAR",156,China,18988326.461,3636150.0,5.2221
2021,12,842,USA,124,Canada,18786525.0,2980178.0,6.3038
2021,12,152,Chile,528,Netherlands,17981877.907,3623192.4,4.963
2021,12,484,Mexico,842,USA,10260076.0,2626260.0,3.9067
2021,12,710,South Africa,528,Netherlands,9486062.038,1651089.0,5.7453
2021,12,710,South Africa,826,United Kingdom,6352237.052,837105.0,7.5883
2021,12,528,Netherlands,616,Poland,6035341.604,851332.0,7.0893
2021,12,152,Chile,156,China,4874545.157,982503.0,4.9614
2021,12,152,Chile,276,Germany,4784499.287,981474.0,4.8748
2021,12,152,Chile,410,Rep. of Korea,4507580.647,731829.0,6.1593
2021,12,152,Chile,826,United Kingdom,4479135.571,898279.4,4.9864
2021,12,528,Netherlands,56,Belgium,4348842.109,641956.0,6.7744
2021,12,528,Netherlands,757,Switzerland,2876719.981,324552.0,8.8637
2021,12,528,Netherlands,724,Spain,2735594.516,399122.0,6.854
2021,12,528,Netherlands,643,Russian Federation,2693128.465,350067.0,7.6932
2021,12,528,Netherlands,40,Austria,2485119.649,267972.0,9.2738
2021,12,528,Netherlands,826,United Kingdom,2457030.88,397413.0,6.1826
2021,12,528,Netherlands,372,Ireland,2447229.37,311723.0,7.8507
2021,12,528,Netherlands,579,Norway,2305728.619,239303.0,9.6352
2021,12,528,Netherlands,208,Denmark,2180035.078,253508.0,8.5995
2021,12,504,Morocco,724,Spain,1912197.671,261879.0,7.3018
2021,12,528,Netherlands,251,France,1874992.331,256249.0,7.3171
2021,12,152,Chile,124,Canada,1533273.611,257339.0,5.9582
2021,12,528,Netherlands,203,Czechia,1468525.265,229294.0,6.4046
2021,12,710,South Africa,276,Germany,1349949.805,239772.0,5.6301
2021,12,56,Belgium,528,Netherlands,1292067.182,228957.09,5.6433
2021,12,528,Netherlands,246,Finland,1281098.376,138811.163,9.2291
2021,12,710,South Africa,784,United Arab Emirates,1270755.447,165733.1,7.6675
2021,12,724,Spain,528,Netherlands,1259244.072,160851.2,7.8286
2021,12,56,Belgium,643,Russian Federation,1238192.563,160312.0,7.7236
2021,12,276,Germany,40,Austria,1153961.342,206347.0,5.5923
2021,12,724,Spain,251,France,1114120.742,148335.7,7.5108
2021,12,724,Spain,380,Italy,1060859.375,140652.34,7.5424
2021,12,124,Canada,842,USA,1000552.201,284155.0,3.5211
2021,12,152,Chile,490,"Other Asia, nes",999722.56,177870.5,5.6205
2021,12,484,Mexico,392,Japan,967917.0,98181.0,9.8585
2021,12,528,Netherlands,752,Sweden,915669.692,112426.0,8.1446
2021,12,528,Netherlands,642,Romania,907294.719,127405.325,7.1213
2021,12,710,South Africa,702,Singapore,808391.374,110473.0,7.3175
2021,12,152,Chile,56,Belgium,803569.076,164751.0,4.8775
2021,12,616,Poland,752,Sweden,711527.0,83494.0,8.5219
2021,12,528,Netherlands,380,Italy,657499.21,91034.488,7.2225
2021,12,724,Spain,276,Germany,617792.774,69386.03,8.9037
2021,12,616,Poland,428,Latvia,524455.0,61267.0,8.5602
2021,12,528,Netherlands,440,Lithuania,517296.134,69202.488,7.4751
2021,12,504,Morocco,826,United Kingdom,498128.884,74585.6,6.6786
2021,12,528,Netherlands,699,India,494915.774,32279.0,15.3324
2021,12,528,Netherlands,703,Slovakia,489721.686,79330.0,6.1732
2021,12,710,South Africa,372,Ireland,471775.562,69060.0,6.8314
2021,12,152,Chile,372,Ireland,461630.802,95961.6,4.8106
2021,12,710,South Africa,458,Malaysia,458418.337,65780.0,6.969
2021,12,528,Netherlands,620,Portugal,456615.168,68231.0,6.6922
2021,12,276,Germany,616,Poland,398986.223,45950.0,8.6831
2021,12,724,Spain,616,Poland,386885.954,71477.0,5.4127
2021,12,152,Chile,724,Spain,358859.538,69908.0,5.1333
2021,12,616,Poland,528,Netherlands,349497.0,125299.0,2.7893
2021,12,152,Chile,392,Japan,332289.455,51599.1,6.4398
2021,12,620,Portugal,724,Spain,326604.712,50240.22,6.5009
2021,12,251,France,757,Switzerland,323842.068,33955.0,9.5374
2021,12,276,Germany,642,Romania,307401.846,39108.0,7.8603
2021,12,528,Netherlands,348,Hungary,302294.797,59421.325,5.0873
2021,12,616,Poland,276,Germany,292802.0,39565.0,7.4005
2021,12,528,Netherlands,804,Ukraine,290868.934,30977.0,9.3898
2021,12,528,Netherlands,100,Bulgaria,282928.027,33681.0,8.4002
2021,12,724,Spain,620,Portugal,281623.796,59945.2,4.698
2021,12,504,Morocco,344,"China, Hong Kong SAR",269498.262,15759.0,17.1012
2021,12,276,Germany,380,Italy,258231.522,36711.0,7.0342
2021,12,504,Morocco,528,Netherlands,248008.64,60449.2,4.1028
2021,12,528,Netherlands,352,Iceland,246321.857,34156.0,7.2117
2021,12,528,Netherlands,784,United Arab Emirates,243369.309,31742.0,7.6671
2021,12,724,Spain,826,United Kingdom,229768.937,22608.5,10.1629
2021,12,276,Germany,246,Finland,227440.019,26483.0,8.5882
2021,12,528,Netherlands,428,Latvia,226765.183,24593.325,9.2206
2021,12,724,Spain,40,Austria,215125.904,25749.45,8.3546
2021,12,124,Canada,56,Belgium,212583.828,87433.0,2.4314
2021,12,276,Germany,705,Slovenia,206461.328,29740.0,6.9422
2021,12,710,South Africa,682,Saudi Arabia,203114.839,26445.6,7.6805
2021,12,688,Serbia,616,Poland,191490.0,50000.0,3.8298
2021,12,528,Netherlands,300,Greece,191012.449,22589.0,8.456
2021,12,56,Belgium,440,Lithuania,189612.385,24847.7,7.631
2021,12,528,Netherlands,191,Croatia,187498.103,25417.0,7.3769
2021,12,276,Germany,724,Spain,187023.344,24498.0,7.6342
2021,12,251,France,380,Italy,186473.98,40796.0,4.5709
2021,12,616,Poland,804,Ukraine,186368.0,67712.0,2.7524
2021,12,276,Germany,208,Denmark,183466.043,20541.0,8.9317
2021,12,710,South Africa,344,"China, Hong Kong SAR",183430.777,31151.0,5.8884
2021,12,528,Netherlands,233,Estonia,176499.522,21847.488,8.0787
2021,12,528,Netherlands,688,Serbia,170420.348,16543.0,10.3017
2021,12,152,Chile,376,Israel,162477.049,23736.0,6.8452
2021,12,251,France,528,Netherlands,159445.505,37296.0,4.2751
2021,12,276,Germany,203,Czechia,159192.301,26998.0,5.8964
2021,12,616,Poland,208,Denmark,157684.0,16476.0,9.5705
2021,12,56,Belgium,251,France,153861.787,57209.09,2.6895
2021,12,484,Mexico,124,Canada,153272.0,24882.0,6.16
2021,12,276,Germany,752,Sweden,139232.081,17754.0,7.8423
2021,12,616,Poland,203,Czechia,137164.0,16528.0,8.2989
2021,12,276,Germany,703,Slovakia,126058.653,19449.0,6.4815
2021,12,276,Germany,528,Netherlands,115548.396,46700.0,2.4743
2021,12,56,Belgium,579,Norway,114844.397,13626.0,8.4283
2021,12,152,Chile,76,Brazil,111968.72,21150.0,5.294
2021,12,724,Spain,705,Slovenia,108533.947,14279.5,7.6007
2021,12,710,South Africa,251,France,108274.029,16344.0,6.6247
2021,12,724,Spain,702,Singapore,107939.492,2144.0,50.3449
2021,12,710,South Africa,414,Kuwait,107687.875,10824.0,9.949
2021,12,56,Belgium,442,Luxembourg,107402.721,15066.86,7.1284
2021,12,528,Netherlands,470,Malta,106778.922,13574.0,7.8664
2021,12,724,Spain,348,Hungary,102234.971,11591.5,8.8198
2021,12,528,Netherlands,414,Kuwait,98914.88,12292.0,8.0471
2021,12,504,Morocco,458,Malaysia,88606.207,4989.0,17.7603
2021,12,124,Canada,528,Netherlands,80507.876,27906.0,2.885
2021,12,504,Morocco,702,Singapore,79653.806,4902.0,16.2492
2021,12,152,Chile,251,France,79600.334,16320.0,4.8775
2021,12,124,Canada,376,Israel,79409.302,7531.0,10.5443
2021,12,152,Chile,643,Russian Federation,78104.638,9610.0,8.1274
2021,12,724,Spain,442,Luxembourg,77152.024,13843.0,5.5734
2021,12,710,South Africa,48,Bahrain,73612.847,9120.0,8.0716
2021,12,152,Chile,344,"China, Hong Kong SAR",73030.0,11700.0,6.2419
2021,12,528,Netherlands,442,Luxembourg,71881.884,7634.163,9.4158
2021,12,56,Belgium,428,Latvia,70389.016,7766.0,9.0637
2021,12,124,Canada,276,Germany,66147.443,39991.0,1.6541
2021,12,724,Spain,208,Denmark,63573.886,4326.0,14.6958
2021,12,56,Belgium,246,Finland,63474.933,5652.02,11.2305
2021,12,528,Netherlands,400,Jordan,62405.923,17438.0,3.5787
2021,12,528,Netherlands,792,Türkiye,61207.722,21805.0,2.807
2021,12,724,Spain,56,Belgium,61124.357,7518.6,8.1298
2021,12,616,Poland,440,Lithuania,60315.0,7452.0,8.0938
2021,12,528,Netherlands,398,Kazakhstan,59509.894,4256.0,13.9826
2021,12,56,Belgium,352,Iceland,59360.684,7700.0,7.7092
2021,12,152,Chile,458,Malaysia,57066.416,11700.0,4.8775
2021,12,724,Spain,752,Sweden,55324.069,11151.94,4.9609
2021,12,152,Chile,380,Italy,54871.554,11250.0,4.8775
2021,12,528,Netherlands,112,Belarus,53583.321,5753.0,9.314
2021,12,724,Spain,100,Bulgaria,52455.113,23236.4,2.2575
2021,12,276,Germany,428,Latvia,51791.671,6186.0,8.3724
2021,12,710,South Africa,634,Qatar,50992.027,8216.76,6.2059
2021,12,724,Spain,203,Czechia,50601.089,16043.4,3.154
2021,12,724,Spain,191,Croatia,50487.87,6411.5,7.8746
2021,12,842,USA,410,Rep. of Korea,48296.0,41199.0,1.1723
2021,12,56,Belgium,276,Germany,48214.318,13443.2,3.5865
2021,12,528,Netherlands,268,Georgia,46821.398,4290.0,10.9141
2021,12,504,Morocco,634,Qatar,46505.258,4246.5,10.9514
2021,12,528,Netherlands,498,Rep. of Moldova,44167.27,4625.0,9.5497
2021,12,56,Belgium,752,Sweden,42036.303,5140.26,8.1779
2021,12,528,Netherlands,705,Slovenia,41976.597,4954.163,8.473
2021,12,724,Spain,344,"China, Hong Kong SAR",41587.453,3375.0,12.3222
2021,12,620,Portugal,528,Netherlands,40982.994,5445.9,7.5255
2021,12,842,USA,44,Bahamas,40674.0,7067.0,5.7555
2021,12,251,France,703,Slovakia,37885.758,6212.0,6.0988
2021,12,56,Belgium,208,Denmark,37402.623,4920.94,7.6007
2021,12,504,Morocco,124,Canada,37300.927,3991.4,9.3453
2021,12,620,Portugal,251,France,36378.964,5387.42,6.7526
2021,12,251,France,442,Luxembourg,35296.061,3800.0,9.2884
2021,12,842,USA,704,Viet Nam,35100.0,8165.0,4.2988
2021,12,484,Mexico,414,Kuwait,35003.0,2565.0,13.6464
2021,12,344,"China, Hong Kong SAR",446,"China, Macao SAR",33279.393,3724.0,8.9365
2021,12,528,Netherlands,31,Azerbaijan,33233.121,3060.0,10.8605
2021,12,528,Netherlands,196,Cyprus,32117.438,3344.65,9.6026
2021,12,124,Canada,251,France,29873.392,11881.0,2.5144
2021,12,251,France,724,Spain,28344.235,4937.0,5.7412
2021,12,710,South Africa,480,Mauritius,27341.184,5306.0,5.1529
2021,12,842,USA,784,United Arab Emirates,27138.0,1401.0,19.3704
2021,12,56,Belgium,372,Ireland,26240.737,3392.86,7.7341
2021,12,152,Chile,699,India,22826.566,4680.0,4.8775
2021,12,251,France,276,Germany,20155.775,1620.0,12.4418
2021,12,152,Chile,764,Thailand,19095.301,3915.0,4.8775
2021,12,710,South Africa,512,Oman,18736.46,2490.0,7.5247
2021,12,724,Spain,300,Greece,18673.51,1834.0,10.1818
2021,12,56,Belgium,616,Poland,18112.232,3614.25,5.0113
2021,12,528,Netherlands,682,Saudi Arabia,17719.81,2252.0,7.8685
2021,12,528,Netherlands,512,Oman,16888.982,1844.0,9.1589
2021,12,528,Netherlands,634,Qatar,16610.909,1495.0,11.111
2021,12,152,Chile,591,Panama,16132.237,3307.5,4.8775
2021,12,528,Netherlands,566,Nigeria,14771.783,1511.0,9.7762
2021,12,616,Poland,112,Belarus,14476.0,2082.0,6.9529
2021,12,504,Morocco,251,France,14323.816,2072.0,6.913
2021,12,56,Belgium,233,Estonia,14038.439,1608.39,8.7283
2021,12,710,South Africa,516,Namibia,13758.118,4647.46,2.9604
2021,12,528,Netherlands,344,"China, Hong Kong SAR",11425.863,1446.0,7.9017
2021,12,710,South Africa,508,Mozambique,11281.298,8319.07,1.3561
2021,12,616,Poland,703,Slovakia,10997.0,1534.0,7.1688
2021,12,616,Poland,579,Norway,10148.0,2268.0,4.4744
2021,12,276,Germany,348,Hungary,9703.167,8299.0,1.1692
2021,12,710,South Africa,72,Botswana,9459.443,3040.67,3.111
2021,12,56,Belgium,203,Czechia,8031.835,1200.63,6.6897
2021,12,724,Spain,196,Cyprus,6876.215,7156.6,0.9608
2021,12,620,Portugal,276,Germany,6175.256,1840.37,3.3554
2021,12,484,Mexico,84,Belize,4382.0,1732.0,2.53
2022,1,152,Chile,842,USA,58468382.721,14820270.697,3.9452
2022,1,152,Chile,528,Netherlands,37147647.404,9612722.106,3.8644
2022,1,528,Netherlands,276,Germany,26674342.431,4386492.0,6.081
2022,1,344,"China, Hong Kong SAR",156,China,16002595.505,2856510.0,5.6021
2022,1,842,USA,124,Canada,15408859.0,2044689.0,7.536
2022,1,152,Chile,156,China,14257677.2,2683021.22,5.314
2022,1,152,Chile,826,United Kingdom,14135322.77,2777887.67,5.0885
2022,1,484,Mexico,842,USA,9777484.0,2008565.0,4.8679
2022,1,152,Chile,276,Germany,7013804.092,1766061.72,3.9714
2022,1,504,Morocco,724,Spain,6282432.755,820643.0,7.6555
2022,1,528,Netherlands,616,Poland,5622969.896,846001.0,6.6465
2022,1,152,Chile,410,Rep. of Korea,4143008.07,620451.05,6.6774
2022,1,152,Chile,124,Canada,3861009.87,711705.93,5.425
2022,1,528,Netherlands,56,Belgium,3778838.146,557000.0,6.7843
2022,1,528,Netherlands,757,Switzerland,3283231.28,364712.0,9.0023
2022,1,724,Spain,528,Netherlands,3162817.353,370001.58,8.5481
2022,1,504,Morocco,826,United Kingdom,3046316.289,446799.0,6.8181
2022,1,528,Netherlands,826,United Kingdom,3044822.823,480874.0,6.3319
2022,1,528,Netherlands,40,Austria,2903534.434,188785.0,15.3801
2022,1,528,Netherlands,643,Russian Federation,2469714.792,314394.0,7.8555
2022,1,528,Netherlands,724,Spain,2320464.406,297095.0,7.8105
2022,1,504,Morocco,528,Netherlands,2226366.406,308942.0,7.2064
2022,1,528,Netherlands,208,Denmark,2154505.933,258732.0,8.3272
2022,1,528,Netherlands,251,France,2096966.165,330689.0,6.3412
2022,1,528,Netherlands,579,Norway,2049625.266,200635.0,10.2157
2022,1,528,Netherlands,642,Romania,1770180.335,261675.0,6.7648
2022,1,528,Netherlands,203,Czechia,1763410.884,229634.0,7.6792
2022,1,528,Netherlands,372,Ireland,1712879.302,254507.0,6.7302
2022,1,152,Chile,490,"Other Asia, nes",1649016.76,274045.1,6.0173
2022,1,276,Germany,40,Austria,1506335.804,242948.0,6.2002
2022,1,724,Spain,251,France,1198792.537,156016.8,7.6837
2022,1,56,Belgium,528,Netherlands,1134151.679,222217.3,5.1038
2022,1,484,Mexico,392,Japan,1106548.0,106656.0,10.3749
2022,1,724,Spain,380,Italy,1100899.237,162811.2,6.7618
2022,1,724,Spain,276,Germany,1055425.238,121124.3,8.7136
2022,1,528,Netherlands,380,Italy,943476.824,131689.0,7.1644
2022,1,504,Morocco,579,Norway,902733.631,107070.0,8.4312
2022,1,528,Netherlands,752,Sweden,851975.525,108268.0,7.8691
2022,1,528,Netherlands,246,Finland,837900.316,82647.0,10.1383
2022,1,152,Chile,724,Spain,818021.4,154088.68,5.3088
2022,1,152,Chile,376,Israel,805081.68,87366.0,9.215
2022,1,504,Morocco,344,"China, Hong Kong SAR",787491.906,46565.5,16.9115
2022,1,528,Netherlands,440,Lithuania,747967.203,113573.0,6.5858
2022,1,152,Chile,392,Japan,734933.13,81302.02,9.0395
2022,1,616,Poland,428,Latvia,707991.0,82784.0,8.5523
2022,1,616,Poland,752,Sweden,684633.0,81780.0,8.3716
2022,1,528,Netherlands,784,United Arab Emirates,682124.872,78438.0,8.6964
2022,1,528,Netherlands,703,Slovakia,674408.4,85074.0,7.9273
2022,1,152,Chile,56,Belgium,674238.95,293899.13,2.2941
2022,1,152,Chile,344,"China, Hong Kong SAR",623030.84,105879.0,5.8844
2022,1,276,Germany,752,Sweden,589221.709,78830.0,7.4746
2022,1,276,Germany,616,Poland,545043.206,78294.0,6.9615
2022,1,56,Belgium,643,Russian Federation,525315.489,59943.3,8.7635
2022,1,528,Netherlands,348,Hungary,495124.868,56670.0,8.737
2022,1,152,Chile,32,Argentina,481810.0,90150.0,5.3445
2022,1,504,Morocco,702,Singapore,407551.282,24415.5,16.6923
2022,1,276,Germany,246,Finland,406535.915,48682.0,8.3508
2022,1,251,France,757,Switzerland,381863.568,32791.0,11.6454
2022,1,724,Spain,616,Poland,370800.093,60548.7,6.124
2022,1,56,Belgium,251,France,368226.332,52862.2,6.9658
2022,1,152,Chile,682,Saudi Arabia,342006.0,49293.6,6.9381
2022,1,484,Mexico,124,Canada,341092.0,34970.0,9.7538
2022,1,528,Netherlands,428,Latvia,340195.747,43302.485,7.8563
2022,1,276,Germany,642,Romania,331199.607,37726.0,8.7791
2022,1,504,Morocco,251,France,328495.952,47201.2,6.9595
2022,1,276,Germany,705,Slovenia,319689.391,45808.0,6.9789
2022,1,528,Netherlands,620,Portugal,313582.968,41868.0,7.4898
2022,1,616,Poland,208,Denmark,313236.0,40039.0,7.8233
2022,1,710,South Africa,528,Netherlands,301125.206,59670.0,5.0465
2022,1,724,Spain,620,Portugal,299856.132,42220.39,7.1022
2022,1,152,Chile,372,Ireland,292394.84,69958.4,4.1796
2022,1,276,Germany,203,Czechia,280516.412,42570.0,6.5895
2022,1,152,Chile,643,Russian Federation,276789.36,53826.8,5.1422
2022,1,56,Belgium,208,Denmark,266013.618,32624.03,8.1539
2022,1,152,Chile,251,France,256189.16,42257.8,6.0625
2022,1,528,Netherlands,699,India,244233.15,20439.0,11.9494
2022,1,528,Netherlands,352,Iceland,238664.165,28597.0,8.3458
2022,1,276,Germany,703,Slovakia,227480.936,30372.0,7.4898
2022,1,152,Chile,702,Singapore,225146.19,47257.5,4.7642
2022,1,56,Belgium,440,Lithuania,216976.102,27922.73,7.7706
2022,1,56,Belgium,579,Norway,215095.885,25686.3,8.374
2022,1,504,Morocco,784,United Arab Emirates,208333.994,26769.0,7.7827
2022,1,528,Netherlands,300,Greece,207835.611,25363.0,8.1944
2022,1,616,Poland,276,Germany,207168.0,27360.0,7.5719
2022,1,528,Netherlands,100,Bulgaria,204948.157,27309.0,7.5048
2022,1,724,Spain,40,Austria,202018.443,21621.3,9.3435
2022,1,276,Germany,208,Denmark,196690.853,26705.0,7.3653
2022,1,528,Netherlands,233,Estonia,191110.553,25542.646,7.482
2022,1,276,Germany,380,Italy,187175.378,27483.0,6.8106
2022,1,528,Netherlands,804,Ukraine,182519.471,19128.0,9.542
2022,1,152,Chile,757,Switzerland,176737.99,39000.0,4.5317
2022,1,152,Chile,76,Brazil,165935.4,27720.0,5.9861
2022,1,710,South Africa,826,United Kingdom,158521.717,30340.0,5.2248
2022,1,528,Netherlands,191,Croatia,156378.506,18043.0,8.667
2022,1,251,France,528,Netherlands,155660.036,16310.0,9.5438
2022,1,528,Netherlands,688,Serbia,154531.983,15550.0,9.9377
2022,1,616,Poland,203,Czechia,153649.0,19394.0,7.9225
2022,1,724,Spain,348,Hungary,148964.118,16263.0,9.1597
2022,1,276,Germany,724,Spain,148108.755,31673.0,4.6762
2022,1,710,South Africa,643,Russian Federation,143127.594,19440.0,7.3625
2022,1,528,Netherlands,634,Qatar,137518.405,17143.0,8.0218
2022,1,504,Morocco,458,Malaysia,132195.263,7971.0,16.5845
2022,1,724,Spain,372,Ireland,128318.198,15396.0,8.3345
2022,1,710,South Africa,458,Malaysia,128273.778,18627.0,6.8864
2022,1,152,Chile,764,Thailand,127950.47,21982.5,5.8206
2022,1,616,Poland,804,Ukraine,123003.0,48920.0,2.5144
2022,1,724,Spain,705,Slovenia,120524.209,16926.5,7.1204
2022,1,124,Canada,490,"Other Asia, nes",120358.689,24199.0,4.9737
2022,1,276,Germany,528,Netherlands,113610.917,54796.0,2.0733
2022,1,504,Morocco,124,Canada,111754.118,11970.0,9.3362
2022,1,710,South Africa,276,Germany,110886.39,17210.0,6.4431
2022,1,152,Chile,858,Uruguay,108014.626,21982.5,4.9137
2022,1,724,Spain,56,Belgium,107953.08,10946.6,9.8618
2022,1,504,Morocco,643,Russian Federation,106717.966,12375.0,8.6237
2022,1,484,Mexico,344,"China, Hong Kong SAR",100644.0,13464.0,7.475
2022,1,56,Belgium,442,Luxembourg,99252.666,7928.45,12.5185
2022,1,152,Chile,699,India,98973.17,22314.81,4.4353
2022,1,724,Spain,208,Denmark,97673.618,15261.0,6.4002
2022,1,528,Netherlands,442,Luxembourg,97409.719,11180.0,8.7129
2022,1,152,Chile,752,Sweden,95864.99,19500.0,4.9162
2022,1,616,Poland,528,Netherlands,95091.0,11930.0,7.9707
2022,1,251,France,380,Italy,80732.181,8000.0,10.0915
2022,1,152,Chile,380,Italy,80330.7,14361.64,5.5934
2022,1,504,Morocco,276,Germany,75263.894,9526.2,7.9007
2022,1,842,USA,490,"Other Asia, nes",74929.0,18935.0,3.9572
2022,1,842,USA,152,Chile,72480.0,22644.0,3.2008
2022,1,251,France,276,Germany,66128.587,6537.0,10.116
2022,1,528,Netherlands,458,Malaysia,65565.126,6218.0,10.5444
2022,1,842,USA,484,Mexico,61467.0,17951.0,3.4242
2022,1,56,Belgium,246,Finland,58876.868,5498.31,10.7082
2022,1,276,Germany,757,Switzerland,57589.552,7979.0,7.2176
2022,1,724,Spain,442,Luxembourg,57198.739,5280.0,10.8331
2022,1,724,Spain,191,Croatia,56483.901,6396.0,8.8311
2022,1,724,Spain,100,Bulgaria,52902.213,12631.1,4.1883
2022,1,620,Portugal,724,Spain,51591.748,8335.0,6.1898
2022,1,724,Spain,703,Slovakia,51061.665,5127.5,9.9584
2022,1,724,Spain,752,Sweden,50728.318,6595.0,7.6919
2022,1,56,Belgium,428,Latvia,49984.187,5156.0,9.6944
2022,1,528,Netherlands,792,Türkiye,47852.314,6556.0,7.299
2022,1,710,South Africa,784,United Arab Emirates,45591.196,6401.0,7.1225
2022,1,56,Belgium,276,Germany,45119.37,7998.62,5.6409
2022,1,710,South Africa,702,Singapore,44979.363,6551.0,6.866
2022,1,344,"China, Hong Kong SAR",446,"China, Macao SAR",44633.515,5006.0,8.916
2022,1,620,Portugal,528,Netherlands,44323.329,7240.0,6.122
2022,1,724,Spain,300,Greece,44275.808,5526.0,8.0123
2022,1,528,Netherlands,470,Malta,43473.612,5378.0,8.0836
2022,1,842,USA,784,United Arab Emirates,41774.0,3964.0,10.5383
2022,1,842,USA,44,Bahamas,41526.0,5875.0,7.0683
2022,1,124,Canada,376,Israel,40386.588,23219.0,1.7394
2022,1,528,Netherlands,268,Georgia,40089.452,3688.0,10.8702
2022,1,842,USA,682,Saudi Arabia,38422.0,2932.0,13.1044
2022,1,528,Netherlands,400,Jordan,37263.096,3860.0,9.6537
2022,1,484,Mexico,414,Kuwait,36793.0,2452.0,15.0053
2022,1,276,Germany,348,Hungary,36011.715,4214.0,8.5457
2022,1,276,Germany,428,Latvia,35531.981,4640.0,7.6578
2022,1,528,Netherlands,498,Rep. of Moldova,35264.959,3983.0,8.8539
2022,1,528,Netherlands,682,Saudi Arabia,34595.142,4433.0,7.804
2022,1,56,Belgium,752,Sweden,31779.241,3825.62,8.307
2022,1,616,Poland,440,Lithuania,30690.0,3306.0,9.2831
2022,1,724,Spain,203,Czechia,30434.334,3416.5,8.908
2022,1,842,USA,136,Cayman Isds,29867.0,1498.0,19.9379
2022,1,504,Morocco,634,Qatar,28460.866,2469.0,11.5273
2022,1,528,Netherlands,196,Cyprus,27420.633,2914.0,9.41
2022,1,620,Portugal,251,France,26283.528,3912.0,6.7187
2022,1,528,Netherlands,566,Nigeria,24644.06,1875.0,13.1435
2022,1,710,South Africa,372,Ireland,23087.538,2880.0,8.0165
2022,1,528,Netherlands,702,Singapore,22227.288,2066.0,10.7586
2022,1,251,France,56,Belgium,21620.832,2272.0,9.5162
2022,1,251,France,442,Luxembourg,20697.571,1725.0,11.9986
2022,1,710,South Africa,682,Saudi Arabia,20543.121,2693.0,7.6283
2022,1,616,Poland,703,Slovakia,20334.0,2190.0,9.2849
2022,1,528,Netherlands,112,Belarus,19243.661,2008.0,9.5835
2022,1,124,Canada,842,USA,18953.251,35240.0,0.5378
2022,1,842,USA,533,Aruba,18833.0,1872.0,10.0604
2022,1,528,Netherlands,512,Oman,18087.321,2233.0,8.1
2022,1,528,Netherlands,414,Kuwait,17885.924,3966.0,4.5098
