year,role,reporter_code,country,value_usd,net_kg,unit_usd_kg,rank,share,cum_share,provisional
2023,exporter,275,State of Palestine,660013.081,258486.417,2.5534,54,9e-05,0.99933,False
2023,exporter,372,Ireland,492079.943,104800.23,4.6954,55,7e-05,0.9994,False
2023,exporter,748,Eswatini,481150.74,503000.0,0.9566,56,6e-05,0.99946,False
2023,exporter,704,Viet Nam,410780.819,166483.726,2.4674,57,5e-05,0.99951,False
2023,exporter,442,Luxembourg,402956.917,54440.92,7.4017,58,5e-05,0.99956,False
2023,exporter,246,Finland,389815.719,91377.0,4.266,59,5e-05,0.99961,False
2023,exporter,188,Costa Rica,352394.6,49809.61,7.0748,60,5e-05,0.99966,False
2023,exporter,757,Switzerland,291798.568,89005.0,3.2785,61,4e-05,0.9997,False
2023,exporter,682,Saudi Arabia,268798.66,108940.341,2.4674,62,4e-05,0.99974,False
2023,exporter,388,Jamaica,233353.77,107530.2,2.1701,63,3e-05,0.99977,False
2023,exporter,100,Bulgaria,232649.946,54878.0,4.2394,64,3e-05,0.9998,False
2023,exporter,894,Zambia,219123.197,310916.0,0.7048,65,3e-05,0.99983,False
2023,exporter,144,Sri Lanka,193496.631,74077.55,2.6121,66,3e-05,0.99986,False
2023,exporter,360,Indonesia,153820.32,381707.0,0.403,67,2e-05,0.99988,False
2023,exporter,398,Kazakhstan,129946.59,156177.0,0.832,68,2e-05,0.9999,False
2023,exporter,703,Slovakia,121769.228,21769.0,5.5937,69,2e-05,0.99992,False
2023,exporter,579,Norway,89529.482,14298.0,6.2617,70,1e-05,0.99993,False
2023,exporter,670,Saint Vincent and the Grenadines,66946.377,236288.2,0.2833,71,1e-05,0.99994,False
2023,exporter,764,Thailand,62546.031,46638.0,1.3411,72,1e-05,0.99995,False
2023,exporter,340,Honduras,56460.0,248729.83,0.227,73,1e-05,0.99996,False
2023,exporter,699,India,47958.35,14778.0,3.2453,74,1e-05,0.99997,False
2023,exporter,124,Canada,39027.085,28099.0,1.3889,75,1e-05,0.99998,False
2023,exporter,233,Estonia,38354.61,5475.886,7.0043,76,1e-05,0.99999,False
2023,exporter,400,Jordan,34610.704,12414.07,2.788,77,0.0,0.99999,False
2023,exporter,48,Bahrain,33300.463,11944.116,2.788,78,0.0,0.99999,False
2023,exporter,858,Uruguay,16618.0,2697.83,6.1598,79,0.0,0.99999,False
2023,exporter,512,Oman,10988.296,3941.251,2.788,80,0.0,0.99999,False
2023,exporter,156,China,7376.0,3872.0,1.905,81,0.0,0.99999,False
2023,exporter,780,Trinidad and Tobago,5689.557,988.0,5.7587,82,0.0,0.99999,False
2023,exporter,490,"Other Asia, nes",5417.582,960.0,5.6433,83,0.0,0.99999,False
2023,exporter,410,Rep. of Korea,4307.0,636.0,6.772,84,0.0,0.99999,False
2023,exporter,120,Cameroon,3912.043,45415.0,0.0861,85,0.0,0.99999,False
2023,exporter,450,Madagascar,3432.094,825.0,4.1601,86,0.0,0.99999,False
2023,exporter,642,Romania,2799.55,990.0,2.8278,87,0.0,0.99999,False
2023,exporter,600,Paraguay,2346.4,2226.0,1.0541,88,0.0,0.99999,False
2023,exporter,64,Bhutan,2033.898,1180.0,1.7236,89,0.0,0.99999,False
2023,exporter,196,Cyprus,1940.877,1024.0,1.8954,90,0.0,0.99999,False
2023,exporter,96,Brunei Darussalam,1697.591,480.0,3.5366,91,0.0,0.99999,False
2023,exporter,533,Aruba,1364.804,163.0,8.373,92,0.0,0.99999,False
2023,exporter,72,Botswana,1335.526,390.6,3.4192,93,0.0,0.99999,False
2023,exporter,51,Armenia,1089.79,380.0,2.8679,94,0.0,0.99999,False
2023,exporter,480,Mauritius,1046.297,346.0,3.024,95,0.0,0.99999,False
2023,exporter,24,Angola,995.666,1386.4,0.7182,96,0.0,0.99999,False
2023,exporter,686,Senegal,563.365,107.0,5.2651,97,0.0,0.99999,False
2023,exporter,242,Fiji,372.424,113.0,3.2958,98,0.0,0.99999,False
2023,exporter,807,North Macedonia,363.511,103.0,3.5292,99,0.0,0.99999,False
2023,exporter,352,Iceland,308.468,45.0,6.8548,100,0.0,0.99999,False
2023,exporter,180,Dem. Rep. of the Congo,256.369,300.0,0.8546,101,0.0,0.99999,False
2023,exporter,204,Benin,247.257,500.0,0.4945,102,0.0,0.99999,False
2023,exporter,308,Grenada,244.444,71.0,3.4429,103,0.0,0.99999,False
2023,exporter,328,Guyana,239.808,40.0,5.9952,104,0.0,0.99999,False
2023,exporter,288,Ghana,141.347,1371.96,0.103,105,0.0,0.99999,False
2023,exporter,586,Pakistan,140.5,100.0,1.405,106,0.0,0.99999,False
2023,exporter,804,Ukraine,59.89,4.0,14.9725,107,0.0,0.99999,False
2023,exporter,516,Namibia,17.345,10.0,1.7345,108,0.0,0.99999,False
2023,importer,842,USA,3086847184.0,1261581024.0,2.4468,1,0.36858,0.36858,False
2023,importer,528,Netherlands,1149942363.441,373679198.0,3.0774,2,0.13731,0.50589,False
2023,importer,251,France,600524452.077,0.0,0.0,3,0.07171,0.5776,False
2023,importer,724,Spain,558518174.617,240565049.28,2.3217,4,0.06669,0.64429,False
2023,importer,276,Germany,532167246.996,158984432.727,3.3473,5,0.06354,0.70783,False
2023,importer,826,United Kingdom,287398358.756,120498609.0,2.3851,6,0.03432,0.74215,False
2023,importer,124,Canada,242641299.517,110277990.337,2.2003,7,0.02897,0.77112,False
