year,month,partner,flow,value_eur,net_kg,intra_eu
2019,1,DE,export,16328024.0,3235810.0,True
2019,1,GB,export,4960803.0,775175.0,False
2019,1,BE,export,3133169.0,377813.0,True
2019,1,AT,export,2631681.0,362986.0,True
2019,1,NO,export,2571752.0,277466.0,False
2019,1,ES,export,2180409.0,273773.0,True
2019,1,IE,export,1973113.0,260538.0,True
2019,1,DK,export,1863519.0,239682.0,True
2019,1,PL,export,1563257.0,222257.0,True
2019,1,RU,export,1562616.0,204512.0,False
2019,1,NL,export,1553325.0,256939.0,True
2019,1,IT,export,1206344.0,230271.0,True
2019,1,SE,export,1154441.0,158279.0,True
2019,1,FR,export,913427.0,175211.0,True
2019,1,CH,export,792719.0,93040.0,False
2019,1,FI,export,736036.0,80893.0,True
2019,1,CN,export,701282.0,200000.0,False
2019,1,CZ,export,654605.0,85862.0,True
2019,1,LB,export,470965.0,55569.0,False
2019,1,RO,export,391132.0,66798.0,True
2019,1,AE,export,371682.0,53960.0,False
2019,1,SK,export,345614.0,44443.0,True
2019,1,IS,export,248224.0,31353.0,False
2019,1,HU,export,244168.0,34981.0,True
2019,1,LU,export,218038.0,22403.0,True
2019,1,LT,export,201222.0,28795.0,True
2019,1,PT,export,200060.0,41267.0,True
2019,1,SI,export,182635.0,31256.0,True
2019,1,LV,export,182605.0,24158.0,True
2019,1,EE,export,170954.0,33712.0,True
2019,1,OM,export,95300.0,13552.0,False
2019,1,HR,export,74787.0,9777.0,True
2019,1,GR,export,66128.0,5573.0,True
2019,1,TR,export,65429.0,19094.0,False
2019,1,KW,export,63950.0,9314.0,False
2019,1,BG,export,60273.0,7102.0,True
2019,1,IN,export,56393.0,5755.0,False
2019,1,HK,export,51308.0,6521.0,False
2019,1,BY,export,45308.0,14225.0,False
2019,1,MT,export,38179.0,6325.0,True
2019,1,UA,export,35873.0,5257.0,False
2019,1,SA,export,35816.0,4303.0,False
2019,1,SG,export,33862.0,4508.0,False
2019,1,QA,export,31083.0,4520.0,False
2019,1,CY,export,29205.0,3835.0,True
2019,1,XS,export,19728.0,1831.0,False
2019,1,NG,export,16679.0,2244.0,False
2019,1,SX,export,10516.0,1083.0,False
2019,1,IQ,export,10361.0,1194.0,False
2019,1,BH,export,9886.0,1673.0,False
2019,1,JO,export,6909.0,2914.0,False
2019,1,FO,export,5115.0,505.0,False
2019,1,QS,export,4488.0,1704.0,False
2019,1,GL,export,4375.0,483.0,False
2019,1,AZ,export,3487.0,246.0,False
2019,1,MD,export,3094.0,328.0,False
2019,1,XC,export,3000.0,403.0,False
2019,1,AO,export,2132.0,196.0,False
2019,1,GE,export,1933.0,180.0,False
2019,1,GI,export,1863.0,160.0,False
2019,1,XL,export,1138.0,136.0,False
2019,1,MV,export,1077.0,47.0,False
2019,1,DO,export,1035.0,450.0,False
2019,1,ME,export,794.0,54.0,False
2019,1,NE,export,394.0,30.0,False
2019,1,QV,export,234.0,83.0,False
2019,1,GH,export,207.0,30.0,False
2019,1,VN,export,81.0,2.0,False
2019,1,CV,export,60.0,3.0,False
2019,1,UG,export,56.0,4.0,False
2019,1,GQ,export,46.0,3.0,False
2019,1,KZ,export,45.0,45.0,False
2019,1,MA,export,32.0,60.0,False
2019,1,CL,import,41462886.0,8234333.0,False
2019,1,NL,import,23412167.0,4156093.0,True
2019,1,PE,import,9871373.0,1669355.0,False
2019,1,DE,import,7859687.0,1036583.0,True
2019,1,ES,import,5998298.0,1051115.0,True
2019,1,BE,import,1802635.0,265229.0,True
2019,1,MA,import,1773611.0,224486.0,False
2019,1,PL,import,1349719.0,209852.0,True
2019,1,LV,import,391136.0,130313.0,True
2019,1,GB,import,376990.0,83129.0,False
2019,1,ZA,import,342908.0,55216.0,False
2019,1,IT,import,314665.0,42768.0,True
2019,1,SK,import,207550.0,63138.0,True
2019,1,FI,import,204628.0,59360.0,True
2019,1,AT,import,186975.0,37224.0,True
2019,1,FR,import,170060.0,23804.0,True
2019,1,PT,import,139261.0,17226.0,True
2019,1,AR,import,94021.0,23854.0,False
2019,1,SE,import,83304.0,21713.0,True
2019,1,MX,import,77360.0,9113.0,False
2019,1,HU,import,50021.0,9599.0,True
2019,1,EE,import,46171.0,15561.0,True
2019,1,LT,import,45956.0,8032.0,True
2019,1,DK,import,42103.0,4622.0,True
2019,1,GR,import,30816.0,1902.0,True
2019,1,RO,import,25390.0,5335.0,True
2019,1,CZ,import,12183.0,1124.0,True
2019,1,LU,import,5839.0,625.0,True
2019,1,BG,import,2771.0,357.0,True
2019,1,KE,import,1011.0,78.0,False
2019,1,SI,import,683.0,106.0,True
2019,1,IE,import,286.0,35.0,True
2019,1,US,import,38.0,6.0,False
2019,1,HR,import,34.0,2.0,True
2019,1,MT,import,13.0,1.0,True
2019,1,XS,import,1.0,1.0,False
2019,2,DE,export,24833623.0,4152182.0,True
2019,2,GB,export,6235952.0,887917.0,False
2019,2,AT,export,3393192.0,459084.0,True
2019,2,NL,export,3160554.0,390088.0,True
2019,2,BE,export,3154118.0,410135.0,True
2019,2,ES,export,2282419.0,282659.0,True
2019,2,NO,export,1976267.0,209873.0,False
2019,2,FR,export,1972845.0,246682.0,True
2019,2,DK,export,1816289.0,243046.0,True
2019,2,RU,export,1773713.0,259557.0,False
2019,2,CH,export,1739656.0,201351.0,False
2019,2,PL,export,1571666.0,247111.0,True
2019,2,IT,export,1525800.0,242590.0,True
2019,2,IE,export,1491150.0,218195.0,True
2019,2,SE,export,982850.0,129659.0,True
2019,2,FI,export,851207.0,96420.0,True
2019,2,CZ,export,721476.0,101275.0,True
2019,2,HU,export,598695.0,102644.0,True
2019,2,SK,export,397413.0,49062.0,True
2019,2,AE,export,335245.0,47937.0,False
2019,2,RO,export,326809.0,68815.0,True
2019,2,IS,export,296411.0,41993.0,False
2019,2,SI,export,288164.0,74810.0,True
2019,2,PT,export,198608.0,43186.0,True
2019,2,LT,export,192801.0,26738.0,True
2019,2,LV,export,166841.0,21268.0,True
2019,2,LU,export,146555.0,14928.0,True
2019,2,EE,export,98945.0,13027.0,True
2019,2,HR,export,98772.0,14324.0,True
2019,2,KW,export,94682.0,14401.0,False
2019,2,TR,export,69082.0,22238.0,False
2019,2,BG,export,63119.0,10089.0,True
2019,2,GR,export,62105.0,5975.0,True
2019,2,SA,export,55326.0,7271.0,False
2019,2,OM,export,51248.0,6793.0,False
2019,2,HK,export,46493.0,5153.0,False
2019,2,UA,export,45359.0,7890.0,False
2019,2,LB,export,41124.0,9044.0,False
2019,2,QA,export,40868.0,7744.0,False
2019,2,MT,export,36158.0,5980.0,True
2019,2,IN,export,32673.0,3060.0,False
2019,2,BY,export,31141.0,20655.0,False
2019,2,SX,export,18936.0,2050.0,False
2019,2,XS,export,15474.0,1463.0,False
2019,2,NG,export,15424.0,2127.0,False
2019,2,CY,export,14907.0,1688.0,True
2019,2,LC,export,14136.0,1700.0,False
2019,2,BH,export,12219.0,1603.0,False
2019,2,IQ,export,10432.0,1226.0,False
2019,2,ID,export,10413.0,1005.0,False
2019,2,ZA,export,10344.0,4873.0,False
2019,2,MD,export,7843.0,762.0,False
2019,2,FO,export,7021.0,750.0,False
2019,2,GL,export,5888.0,713.0,False
2019,2,BB,export,5662.0,1575.0,False
2019,2,GE,export,4652.0,424.0,False
2019,2,SG,export,3582.0,270.0,False
2019,2,MU,export,3373.0,255.0,False
2019,2,QS,export,3189.0,1071.0,False
2019,2,JO,export,3056.0,1486.0,False
2019,2,XC,export,2426.0,289.0,False
2019,2,AL,export,2224.0,601.0,False
2019,2,AZ,export,1750.0,142.0,False
2019,2,GI,export,1738.0,198.0,False
2019,2,SC,export,1274.0,60.0,False
2019,2,XL,export,1189.0,146.0,False
2019,2,DO,export,960.0,400.0,False
2019,2,QV,export,922.0,183.0,False
2019,2,MV,export,900.0,40.0,False
2019,2,GH,export,866.0,20.0,False
2019,2,AO,export,780.0,64.0,False
2019,2,CV,export,556.0,31.0,False
2019,2,ME,export,508.0,35.0,False
2019,2,NE,export,341.0,29.0,False
2019,2,BA,export,296.0,19.0,False
2019,2,JP,export,138.0,35.0,False
2019,2,MA,export,70.0,99.0,False
2019,2,GQ,export,45.0,6.0,False
2019,2,US,export,30.0,4.0,False
2019,2,UG,export,25.0,2.0,False
2019,2,AU,export,4.0,1.0,False
2019,2,CL,import,36318253.0,7426567.0,False
2019,2,NL,import,27998383.0,4880451.0,True
2019,2,ES,import,8519413.0,1357589.0,True
2019,2,DE,import,6758925.0,1026031.0,True
2019,2,MA,import,6173400.0,796440.0,False
2019,2,PE,import,6022028.0,1080417.0,False
2019,2,BE,import,1517545.0,215612.0,True
2019,2,PL,import,1038781.0,183543.0,True
2019,2,GB,import,679249.0,116162.0,False
2019,2,MX,import,628330.0,74503.0,False
2019,2,FR,import,471207.0,72649.0,True
2019,2,IT,import,263717.0,38898.0,True
2019,2,PT,import,193778.0,24641.0,True
2019,2,AT,import,191798.0,27126.0,True
2019,2,SE,import,153790.0,41712.0,True
2019,2,FI,import,136244.0,36145.0,True
2019,2,LV,import,131249.0,26107.0,True
2019,2,LT,import,98279.0,24741.0,True
2019,2,CZ,import,55499.0,7711.0,True
2019,2,EE,import,39560.0,11901.0,True
2019,2,HU,import,37068.0,5832.0,True
2019,2,SK,import,36310.0,8781.0,True
2019,2,MR,import,22753.0,6360.0,False
2019,2,DK,import,20514.0,3548.0,True
2019,2,GR,import,7805.0,603.0,True
2019,2,LU,import,3403.0,357.0,True
2019,2,RO,import,3064.0,676.0,True
2019,2,BG,import,2963.0,362.0,True
2019,2,CY,import,2105.0,283.0,True
2019,2,SI,import,1239.0,128.0,True
2019,2,BA,import,843.0,156.0,False
2019,2,HR,import,814.0,84.0,True
2019,2,IE,import,688.0,72.0,True
2019,2,CO,import,377.0,131.0,False
2019,2,MT,import,177.0,18.0,True
2019,2,GT,import,22.0,3.0,False
2019,2,AE,import,7.0,0.0,False
2019,3,DE,export,33294830.0,4942713.0,True
2019,3,GB,export,14746158.0,3427562.0,False
2019,3,NL,export,10242260.0,1229339.0,True
2019,3,BE,export,5112253.0,529304.0,True
2019,3,CH,export,3331414.0,350804.0,False
2019,3,PL,export,3286912.0,457946.0,True
2019,3,IT,export,3160660.0,479518.0,True
2019,3,AT,export,2447774.0,327458.0,True
2019,3,IE,export,2330802.0,270341.0,True
2019,3,ES,export,2237848.0,344857.0,True
2019,3,DK,export,2204223.0,234287.0,True
2019,3,RU,export,1918338.0,234417.0,False
2019,3,FR,export,1816612.0,220743.0,True
2019,3,NO,export,1500435.0,143177.0,False
2019,3,SE,export,1272662.0,148257.0,True
2019,3,FI,export,970768.0,92287.0,True
2019,3,CZ,export,573524.0,74882.0,True
2019,3,HK,export,555122.0,48644.0,False
2019,3,SI,export,527281.0,57506.0,True
2019,3,PT,export,486083.0,73661.0,True
2019,3,SK,export,370102.0,46940.0,True
2019,3,EE,export,307086.0,35869.0,True
2019,3,RO,export,290248.0,49631.0,True
2019,3,LV,export,290204.0,29967.0,True
2019,3,IS,export,283168.0,34060.0,False
2019,3,LU,export,253278.0,23669.0,True
2019,3,AE,export,240748.0,29311.0,False
2019,3,LT,export,221419.0,25989.0,True
2019,3,HU,export,219789.0,33944.0,True
2019,3,SG,export,146815.0,13040.0,False
2019,3,MY,export,137408.0,14811.0,False
2019,3,BG,export,94597.0,11467.0,True
2019,3,QA,export,92799.0,13812.0,False
2019,3,HR,export,87359.0,10364.0,True
2019,3,LB,export,82208.0,13952.0,False
2019,3,UA,export,75597.0,11782.0,False
2019,3,OM,export,70237.0,9411.0,False
2019,3,GR,export,63258.0,5781.0,True
2019,3,MT,export,63213.0,9817.0,True
2019,3,BY,export,62042.0,29351.0,False
2019,3,KW,export,55373.0,7588.0,False
2019,3,NG,export,51742.0,9335.0,False
2019,3,ID,export,50877.0,5160.0,False
2019,3,TR,export,41023.0,9524.0,False
2019,3,SA,export,36963.0,6787.0,False
2019,3,CY,export,27736.0,5781.0,True
2019,3,XS,export,27207.0,2591.0,False
2019,3,SX,export,24593.0,2665.0,False
2019,3,IN,export,22434.0,2442.0,False
2019,3,AG,export,16740.0,2314.0,False
2019,3,IL,export,16212.0,5000.0,False
2019,3,BH,export,12465.0,2105.0,False
2019,3,IQ,export,11491.0,1173.0,False
2019,3,FO,export,8723.0,740.0,False
2019,3,MD,export,8463.0,805.0,False
2019,3,MU,export,8424.0,877.0,False
2019,3,TH,export,7020.0,1080.0,False
2019,3,GL,export,6124.0,584.0,False
2019,3,GE,export,6019.0,473.0,False
2019,3,QS,export,4138.0,1516.0,False
2019,3,US,export,3723.0,654.0,False
2019,3,AZ,export,3489.0,302.0,False
2019,3,CN,export,3489.0,200.0,False
2019,3,KZ,export,3319.0,315.0,False
2019,3,XC,export,2818.0,366.0,False
2019,3,GI,export,2324.0,300.0,False
2019,3,XL,export,1699.0,216.0,False
2019,3,GH,export,1182.0,103.0,False
2019,3,MV,export,978.0,52.0,False
2019,3,QV,export,809.0,314.0,False
2019,3,AO,export,787.0,52.0,False
2019,3,BA,export,704.0,67.0,False
2019,3,NE,export,495.0,28.0,False
2019,3,ME,export,469.0,45.0,False
2019,3,BB,export,453.0,113.0,False
2019,3,MA,export,165.0,188.0,False
2019,3,CV,export,122.0,9.0,False
2019,3,UG,export,99.0,8.0,False
2019,3,GQ,export,62.0,4.0,False
2019,3,XK,export,32.0,2.0,False
2019,3,MA,import,28194787.0,3896214.0,False
2019,3,ES,import,22775077.0,3140588.0,True
2019,3,NL,import,19237059.0,3054165.0,True
2019,3,CL,import,18446414.0,3413195.0,False
2019,3,DE,import,7451909.0,1012341.0,True
2019,3,PE,import,1470603.0,270291.0,False
2019,3,FR,import,1438626.0,350017.0,True
2019,3,PL,import,1352192.0,233094.0,True
2019,3,BE,import,1328043.0,183532.0,True
2019,3,MX,import,843349.0,105038.0,False
2019,3,GB,import,681116.0,104330.0,False
2019,3,PT,import,627752.0,88630.0,True
2019,3,SK,import,338197.0,92768.0,True
2019,3,AT,import,327303.0,62611.0,True
2019,3,IT,import,293637.0,52523.0,True
2019,3,LV,import,168904.0,25266.0,True
2019,3,SE,import,100087.0,26991.0,True
2019,3,MR,import,69034.0,18240.0,False
2019,3,CZ,import,56397.0,7014.0,True
2019,3,ZA,import,51733.0,11700.0,False
2019,3,LT,import,47170.0,17348.0,True
2019,3,BG,import,29036.0,6151.0,True
2019,3,LU,import,25456.0,2292.0,True
2019,3,CH,import,21280.0,1520.0,False
2019,3,HU,import,12982.0,1960.0,True
2019,3,SI,import,12527.0,2141.0,True
2019,3,US,import,10700.0,2722.0,False
2019,3,CN,import,9480.0,2500.0,False
2019,3,DK,import,8119.0,2098.0,True
2019,3,GR,import,5233.0,536.0,True
2019,3,EE,import,3534.0,387.0,True
2019,3,RO,import,3487.0,663.0,True
2019,3,IE,import,1169.0,128.0,True
2019,3,FI,import,920.0,182.0,True
2019,3,HR,import,909.0,94.0,True
2019,3,CA,import,476.0,31.0,False
2019,3,MT,import,70.0,7.0,True
2019,4,DE,export,56017567.0,11077364.0,True
2019,4,NL,export,20554362.0,4707584.0,True
2019,4,GB,export,18377382.0,3350661.0,False
2019,4,PL,export,5547459.0,1123699.0,True
2019,4,BE,export,5206182.0,720359.0,True
2019,4,CH,export,4939255.0,759559.0,False
2019,4,AT,export,4544723.0,736042.0,True
2019,4,IT,export,3637810.0,711497.0,True
2019,4,FR,export,3378476.0,609043.0,True
2019,4,RU,export,2794186.0,428967.0,False
2019,4,DK,export,2703963.0,355613.0,True
2019,4,ES,export,1829170.0,327304.0,True
2019,4,IE,export,1774296.0,292727.0,True
2019,4,NO,export,1640623.0,219952.0,False
2019,4,FI,export,1488455.0,213664.0,True
2019,4,SE,export,1400499.0,255716.0,True
2019,4,SG,export,886517.0,154297.0,False
2019,4,LV,export,842674.0,154694.0,True
2019,4,HK,export,805371.0,121992.0,False
2019,4,CZ,export,801904.0,146300.0,True
2019,4,EE,export,797506.0,176857.0,True
2019,4,PT,export,741823.0,161231.0,True
2019,4,SI,export,694621.0,117155.0,True
2019,4,HU,export,620718.0,125200.0,True
2019,4,SK,export,585410.0,137700.0,True
2019,4,LT,export,569462.0,118266.0,True
2019,4,AE,export,466753.0,75949.0,False
2019,4,IS,export,367131.0,59854.0,False
2019,4,MY,export,292283.0,41104.0,False
2019,4,RO,export,285328.0,57056.0,True
2019,4,LU,export,283977.0,32775.0,True
2019,4,HR,export,239342.0,37527.0,True
2019,4,IN,export,126214.0,14477.0,False
2019,4,QA,export,104627.0,16615.0,False
2019,4,LB,export,91696.0,19180.0,False
2019,4,KW,export,80359.0,12539.0,False
2019,4,ID,export,80032.0,12127.0,False
2019,4,SA,export,76548.0,8552.0,False
2019,4,TR,export,75976.0,25041.0,False
2019,4,UA,export,71093.0,20574.0,False
2019,4,BH,export,70238.0,11877.0,False
2019,4,GR,export,69090.0,8961.0,True
2019,4,OM,export,63081.0,9388.0,False
2019,4,TH,export,62813.0,10094.0,False
2019,4,BG,export,57877.0,10793.0,True
2019,4,BY,export,52860.0,7540.0,False
2019,4,MT,export,52336.0,9320.0,True
2019,4,KZ,export,46835.0,4891.0,False
2019,4,NG,export,33873.0,6021.0,False
2019,4,XS,export,33195.0,4185.0,False
2019,4,CY,export,20055.0,2675.0,True
2019,4,QV,export,18868.0,2485.0,False
2019,4,IQ,export,18135.0,2108.0,False
2019,4,ZA,export,17668.0,4581.0,False
2019,4,MV,export,12744.0,1513.0,False
2019,4,GE,export,12229.0,1425.0,False
2019,4,GL,export,9268.0,1166.0,False
2019,4,MD,export,8774.0,1102.0,False
2019,4,FO,export,8442.0,806.0,False
2019,4,MU,export,6805.0,742.0,False
2019,4,QS,export,4680.0,1586.0,False
2019,4,AZ,export,4193.0,276.0,False
2019,4,JO,export,3947.0,1351.0,False
2019,4,US,export,3546.0,332.0,False
2019,4,AO,export,2892.0,234.0,False
2019,4,AL,export,2517.0,680.0,False
2019,4,XC,export,2197.0,261.0,False
2019,4,GI,export,2171.0,366.0,False
2019,4,ME,export,1636.0,168.0,False
2019,4,CN,export,1423.0,100.0,False
2019,4,XL,export,1059.0,117.0,False
2019,4,BA,export,586.0,56.0,False
2019,4,NE,export,538.0,30.0,False
2019,4,GQ,export,276.0,20.0,False
2019,4,CV,export,250.0,18.0,False
2019,4,UG,export,47.0,4.0,False
2019,4,MZ,export,22.0,1.0,False
2019,4,AU,export,17.0,2.0,False
2019,4,ES,import,62822604.0,11605072.0,True
2019,4,MA,import,43367503.0,8687993.0,False
2019,4,NL,import,18391584.0,3209773.0,True
2019,4,DE,import,11372773.0,1972894.0,True
2019,4,FR,import,2331854.0,698838.0,True
2019,4,PT,import,1512340.0,242883.0,True
2019,4,BE,import,1476421.0,222760.0,True
2019,4,PL,import,1316132.0,219119.0,True
2019,4,CL,import,998558.0,158856.0,False
2019,4,IT,import,622994.0,129548.0,True
2019,4,AT,import,612026.0,107049.0,True
2019,4,GB,import,269449.0,39260.0,False
2019,4,LV,import,260069.0,25350.0,True
2019,4,FI,import,228276.0,60624.0,True
2019,4,SE,import,227197.0,58598.0,True
2019,4,MX,import,178186.0,25081.0,False
2019,4,SK,import,148244.0,21847.0,True
2019,4,CZ,import,136546.0,24446.0,True
2019,4,LT,import,118964.0,38631.0,True
2019,4,HU,import,61760.0,9118.0,True
2019,4,PE,import,34828.0,8202.0,False
2019,4,DK,import,27144.0,1898.0,True
2019,4,SI,import,27021.0,3123.0,True
2019,4,LU,import,17656.0,1125.0,True
2019,4,EE,import,10906.0,2104.0,True
2019,4,CH,import,9381.0,1329.0,False
2019,4,RU,import,5040.0,720.0,False
2019,4,CN,import,3864.0,336.0,False
2019,4,GR,import,3811.0,1295.0,True
2019,4,BG,import,3416.0,459.0,True
2019,4,HR,import,2908.0,297.0,True
2019,4,RO,import,1942.0,195.0,True
2019,4,IE,import,987.0,102.0,True
2019,4,MT,import,9.0,1.0,True
2019,5,DE,export,68207477.0,16359209.0,True
2019,5,GB,export,21055940.0,4288311.0,False
2019,5,NL,export,17989684.0,4217142.0,True
2019,5,PL,export,10960473.0,2925472.0,True
2019,5,CH,export,6918934.0,1334254.0,False
2019,5,BE,export,5544714.0,948336.0,True
2019,5,AT,export,5437268.0,1155038.0,True
2019,5,FR,export,4586053.0,911106.0,True
2019,5,IT,export,3399407.0,826138.0,True
2019,5,DK,export,2907636.0,483912.0,True
2019,5,RU,export,2216534.0,396559.0,False
2019,5,SE,export,2055127.0,483515.0,True
2019,5,FI,export,1943469.0,323518.0,True
2019,5,NO,export,1884092.0,274979.0,False
2019,5,ES,export,1789219.0,465380.0,True
2019,5,IE,export,1721620.0,329416.0,True
2019,5,LV,export,1596270.0,473470.0,True
2019,5,EE,export,1409732.0,363892.0,True
2019,5,CZ,export,1167067.0,267855.0,True
2019,5,HK,export,1097830.0,191638.0,False
2019,5,SI,export,1017433.0,224698.0,True
2019,5,LT,export,858348.0,194932.0,True
2019,5,SK,export,800697.0,196468.0,True
2019,5,PT,export,654968.0,177456.0,True
2019,5,HU,export,639773.0,151988.0,True
2019,5,SG,export,610283.0,120993.0,False
2019,5,AE,export,490852.0,84277.0,False
2019,5,MY,export,404923.0,64626.0,False
2019,5,RO,export,306193.0,83768.0,True
2019,5,IS,export,302373.0,64026.0,False
2019,5,LU,export,250503.0,32690.0,True
2019,5,UA,export,219587.0,73040.0,False
2019,5,OM,export,119966.0,17812.0,False
2019,5,BR,export,119211.0,14354.0,False
2019,5,HR,export,116421.0,35347.0,True
2019,5,QA,export,111552.0,17128.0,False
2019,5,KW,export,100065.0,15790.0,False
2019,5,BY,export,89427.0,23102.0,False
2019,5,BG,export,87500.0,21891.0,True
2019,5,MT,export,70654.0,13375.0,True
2019,5,TR,export,69103.0,26655.0,False
2019,5,XS,export,67676.0,12115.0,False
2019,5,BH,export,61247.0,10453.0,False
2019,5,SA,export,61179.0,9406.0,False
2019,5,LB,export,55658.0,11522.0,False
2019,5,IN,export,51106.0,5964.0,False
2019,5,ID,export,48401.0,9922.0,False
2019,5,GR,export,45464.0,7107.0,True
2019,5,TH,export,33614.0,5601.0,False
2019,5,CY,export,32939.0,5249.0,True
2019,5,KZ,export,23581.0,2857.0,False
2019,5,NG,export,16681.0,2666.0,False
2019,5,XL,export,14026.0,6271.0,False
2019,5,IQ,export,13986.0,1454.0,False
2019,5,FO,export,13052.0,1637.0,False
2019,5,MD,export,11042.0,1718.0,False
2019,5,GL,export,10641.0,1390.0,False
2019,5,JO,export,8191.0,4647.0,False
2019,5,ME,export,8103.0,1234.0,False
2019,5,KR,export,5521.0,320.0,False
2019,5,QV,export,5372.0,1655.0,False
2019,5,EG,export,4708.0,580.0,False
2019,5,QS,export,4558.0,1372.0,False
2019,5,BA,export,4093.0,905.0,False
2019,5,MU,export,3972.0,720.0,False
2019,5,AZ,export,3576.0,389.0,False
2019,5,XC,export,3561.0,575.0,False
2019,5,GE,export,2380.0,264.0,False
2019,5,GI,export,2321.0,486.0,False
2019,5,AO,export,2307.0,149.0,False
2019,5,US,export,1776.0,200.0,False
2019,5,GH,export,1671.0,234.0,False
2019,5,MV,export,576.0,38.0,False
2019,5,NE,export,337.0,32.0,False
2019,5,CI,export,331.0,100.0,False
2019,5,CV,export,185.0,24.0,False
2019,5,GQ,export,174.0,13.0,False
2019,5,ES,import,97567599.0,22106570.0,True
2019,5,MA,import,23469470.0,5712319.0,False
2019,5,NL,import,22533809.0,4594400.0,True
2019,5,DE,import,16048679.0,3329531.0,True
2019,5,PT,import,2658307.0,546696.0,True
2019,5,FR,import,2039054.0,626858.0,True
2019,5,BE,import,1593292.0,308232.0,True
2019,5,PL,import,1534891.0,313337.0,True
2019,5,AT,import,975605.0,202366.0,True
2019,5,GB,import,701107.0,126618.0,False
2019,5,LV,import,628657.0,132250.0,True
2019,5,IT,import,454359.0,101212.0,True
2019,5,SK,import,175371.0,28344.0,True
2019,5,EE,import,92848.0,23226.0,True
2019,5,CZ,import,91755.0,15886.0,True
2019,5,SE,import,88693.0,17115.0,True
2019,5,LT,import,74625.0,31990.0,True
2019,5,RO,import,55492.0,13172.0,True
2019,5,GR,import,52403.0,14332.0,True
2019,5,SI,import,38295.0,4646.0,True
2019,5,DK,import,24534.0,3087.0,True
2019,5,HU,import,20677.0,4014.0,True
2019,5,CH,import,12455.0,2094.0,False
2019,5,AF,import,6169.0,4620.0,False
2019,5,BG,import,4541.0,836.0,True
2019,5,FI,import,3466.0,475.0,True
2019,5,LU,import,3209.0,305.0,True
2019,5,IE,import,1816.0,328.0,True
2019,5,CL,import,1062.0,6.0,False
2019,5,HR,import,691.0,74.0,True
2019,5,IR,import,250.0,50.0,False
2019,5,MT,import,16.0,2.0,True
2019,6,DE,export,28981705.0,5258969.0,True
2019,6,GB,export,20113042.0,3384247.0,False
2019,6,NL,export,12078663.0,2169449.0,True
2019,6,PL,export,7838124.0,1332132.0,True
2019,6,BE,export,5945415.0,844659.0,True
2019,6,CH,export,5847790.0,803508.0,False
2019,6,NO,export,3019722.0,316493.0,False
2019,6,IT,export,2817832.0,584725.0,True
2019,6,FR,export,2371035.0,376052.0,True
2019,6,DK,export,2320545.0,282286.0,True
2019,6,AT,export,2218761.0,569504.0,True
2019,6,ES,export,1994772.0,426420.0,True
2019,6,SE,export,1994456.0,290510.0,True
2019,6,FI,export,1880176.0,245141.0,True
2019,6,IE,export,1670524.0,253903.0,True
2019,6,LV,export,1080910.0,183478.0,True
2019,6,CZ,export,939804.0,198206.0,True
2019,6,SK,export,661021.0,150416.0,True
2019,6,IS,export,512450.0,60007.0,False
2019,6,LT,export,459359.0,59343.0,True
2019,6,SI,export,362547.0,57821.0,True
2019,6,AE,export,322886.0,40492.0,False
2019,6,HK,export,304463.0,43811.0,False
2019,6,RU,export,288582.0,41499.0,False
2019,6,HU,export,274908.0,47760.0,True
2019,6,LU,export,224423.0,27365.0,True
2019,6,PT,export,212359.0,49861.0,True
2019,6,EE,export,139604.0,19165.0,True
2019,6,UA,export,111672.0,43574.0,False
2019,6,QA,export,106390.0,16480.0,False
2019,6,MT,export,88046.0,11186.0,True
2019,6,BY,export,82406.0,16430.0,False
2019,6,HR,export,82211.0,17629.0,True
2019,6,SG,export,81918.0,11755.0,False
2019,6,MY,export,76600.0,11236.0,False
2019,6,RO,export,59382.0,10988.0,True
2019,6,KW,export,59289.0,9788.0,False
2019,6,BG,export,46205.0,5985.0,True
2019,6,BH,export,37718.0,5893.0,False
2019,6,GR,export,35360.0,4490.0,True
2019,6,OM,export,32198.0,4713.0,False
2019,6,IN,export,31959.0,3478.0,False
2019,6,BR,export,31363.0,4779.0,False
2019,6,SA,export,28251.0,2847.0,False
2019,6,TR,export,25219.0,8823.0,False
2019,6,MD,export,21086.0,4852.0,False
2019,6,KZ,export,19561.0,1748.0,False
2019,6,TH,export,17120.0,2295.0,False
2019,6,CY,export,15788.0,2722.0,True
2019,6,NG,export,13813.0,1726.0,False
2019,6,JO,export,12874.0,5192.0,False
2019,6,GL,export,12860.0,1381.0,False
2019,6,QV,export,8392.0,2189.0,False
2019,6,LB,export,8265.0,1002.0,False
2019,6,XS,export,7526.0,960.0,False
2019,6,FO,export,6551.0,635.0,False
2019,6,IQ,export,4726.0,337.0,False
2019,6,QS,export,3900.0,1173.0,False
2019,6,US,export,3417.0,733.0,False
2019,6,ME,export,3183.0,346.0,False
2019,6,AO,export,3150.0,316.0,False
2019,6,XC,export,2608.0,306.0,False
2019,6,AL,export,2098.0,567.0,False
2019,6,XL,export,2016.0,239.0,False
2019,6,GI,export,1744.0,350.0,False
2019,6,MU,export,1567.0,248.0,False
2019,6,AZ,export,1148.0,89.0,False
2019,6,NE,export,628.0,46.0,False
2019,6,MV,export,405.0,24.0,False
2019,6,CA,export,336.0,140.0,False
2019,6,GE,export,316.0,23.0,False
