origin,region,lat,lon,year,month,t2m,tmin,tmax,precip_mm_day
Spain,Huelva,37.25,-6.95,2021,12,12.14,2.65,22.21,2.28
Spain,Huelva,37.25,-6.95,2022,1,10.2,1.89,22.51,0.1
Spain,Huelva,37.25,-6.95,2022,2,12.75,4.05,24.94,0.41
Spain,Huelva,37.25,-6.95,2022,3,12.99,4.29,21.64,3.96
Spain,Huelva,37.25,-6.95,2022,4,15.03,5.02,29.05,1.74
Spain,Huelva,37.25,-6.95,2022,5,21.82,9.41,34.84,0.23
Spain,Huelva,37.25,-6.95,2022,6,25.26,12.69,40.84,0.15
Spain,Huelva,37.25,-6.95,2022,7,30.39,16.41,43.48,0.0
Spain,Huelva,37.25,-6.95,2022,8,27.77,16.86,40.25,0.09
Spain,Huelva,37.25,-6.95,2022,9,23.9,12.32,36.96,0.94
Spain,Huelva,37.25,-6.95,2022,10,21.48,13.73,34.02,1.26
Spain,Huelva,37.25,-6.95,2022,11,15.37,5.01,25.71,0.79
Spain,Huelva,37.25,-6.95,2022,12,13.37,4.66,20.82,5.3
Spain,Huelva,37.25,-6.95,2023,1,9.35,-0.47,18.94,0.62
Spain,Huelva,37.25,-6.95,2023,2,10.56,0.92,19.93,0.99
Spain,Huelva,37.25,-6.95,2023,3,14.86,-0.36,27.82,0.43
Spain,Huelva,37.25,-6.95,2023,4,19.91,6.56,36.43,0.11
Spain,Huelva,37.25,-6.95,2023,5,21.74,12.09,35.38,0.79
Spain,Huelva,37.25,-6.95,2023,6,26.46,15.06,42.73,0.75
Spain,Huelva,37.25,-6.95,2023,7,29.48,16.5,41.27,0.0
Spain,Huelva,37.25,-6.95,2023,8,30.13,16.31,44.57,0.0
Spain,Huelva,37.25,-6.95,2023,9,23.1,13.22,37.17,1.02
Spain,Huelva,37.25,-6.95,2023,10,21.1,9.92,36.9,4.1
Spain,Huelva,37.25,-6.95,2023,11,14.56,4.45,26.49,0.77
Spain,Huelva,37.25,-6.95,2023,12,10.33,1.03,20.41,0.89
Spain,Huelva,37.25,-6.95,2024,1,11.48,1.18,22.62,2.03
Spain,Huelva,37.25,-6.95,2024,2,12.52,2.94,22.86,2.04
Spain,Huelva,37.25,-6.95,2024,3,13.58,3.13,25.6,4.41
Spain,Huelva,37.25,-6.95,2024,4,16.67,5.65,30.17,0.37
Spain,Huelva,37.25,-6.95,2024,5,20.52,5.6,39.52,0.1
Spain,Huelva,37.25,-6.95,2024,6,24.52,14.14,38.09,0.25
Spain,Huelva,37.25,-6.95,2024,7,29.08,14.22,43.18,0.1
Spain,Huelva,37.25,-6.95,2024,8,29.39,19.21,41.56,0.02
Spain,Huelva,37.25,-6.95,2024,9,23.92,12.6,36.53,0.1
Spain,Huelva,37.25,-6.95,2024,10,19.31,7.49,32.28,4.3
Spain,Huelva,37.25,-6.95,2024,11,15.08,5.15,23.84,2.75
Spain,Huelva,37.25,-6.95,2024,12,10.0,1.24,21.3,0.27
Spain,Huelva,37.25,-6.95,2025,1,10.9,0.06,19.82,3.47
Spain,Huelva,37.25,-6.95,2025,2,11.34,3.05,20.54,1.59
Spain,Huelva,37.25,-6.95,2025,3,12.44,3.49,24.04,6.46
Spain,Huelva,37.25,-6.95,2025,4,15.46,5.25,26.7,2.27
Spain,Huelva,37.25,-6.95,2025,5,19.83,8.43,37.03,0.3
Spain,Huelva,37.25,-6.95,2025,6,27.16,13.57,43.56,0.06
Spain,Huelva,37.25,-6.95,2025,7,28.84,15.93,42.67,0.01
Spain,Huelva,37.25,-6.95,2025,8,28.83,16.29,44.06,0.0
Spain,Huelva,37.25,-6.95,2025,9,25.11,12.91,38.88,0.04
Spain,Huelva,37.25,-6.95,2025,10,22.1,12.66,33.89,1.66
Spain,Huelva,37.25,-6.95,2025,11,13.31,3.15,24.62,3.27
Spain,Huelva,37.25,-6.95,2025,12,10.03,2.41,19.65,4.15
USA,Georgia,31.5,-82.3,2020,1,11.85,-3.83,25.5,1.88
USA,Georgia,31.5,-82.3,2020,2,12.31,-4.11,26.3,4.41
USA,Georgia,31.5,-82.3,2020,3,18.32,1.14,29.76,3.41
USA,Georgia,31.5,-82.3,2020,4,19.24,6.7,28.92,5.45
USA,Georgia,31.5,-82.3,2020,5,22.1,8.37,32.24,2.33
USA,Georgia,31.5,-82.3,2020,6,26.31,15.3,35.88,3.72
USA,Georgia,31.5,-82.3,2020,7,28.87,21.88,38.37,3.22
USA,Georgia,31.5,-82.3,2020,8,28.01,21.59,37.63,4.73
USA,Georgia,31.5,-82.3,2020,9,24.83,10.74,37.16,4.1
USA,Georgia,31.5,-82.3,2020,10,22.52,10.29,32.65,1.36
USA,Georgia,31.5,-82.3,2020,11,18.15,4.07,29.7,2.06
USA,Georgia,31.5,-82.3,2020,12,9.76,-5.06,24.31,1.91
USA,Georgia,31.5,-82.3,2021,1,10.31,-1.98,25.24,3.9
USA,Georgia,31.5,-82.3,2021,2,11.77,-2.64,26.47,4.2
USA,Georgia,31.5,-82.3,2021,3,16.27,2.33,29.71,3.32
USA,Georgia,31.5,-82.3,2021,4,17.99,1.77,29.45,3.55
USA,Georgia,31.5,-82.3,2021,5,23.12,8.9,35.92,0.77
USA,Georgia,31.5,-82.3,2021,6,26.63,16.43,36.03,4.54
USA,Georgia,31.5,-82.3,2021,7,26.83,19.57,34.49,6.18
USA,Georgia,31.5,-82.3,2021,8,26.75,21.25,33.07,5.63
USA,Georgia,31.5,-82.3,2021,9,24.28,12.61,32.59,4.93
USA,Georgia,31.5,-82.3,2021,10,20.67,8.73,30.27,2.86
USA,Georgia,31.5,-82.3,2021,11,12.54,0.42,24.57,1.47
USA,Georgia,31.5,-82.3,2021,12,15.07,0.67,26.65,1.76
USA,Georgia,31.5,-82.3,2022,1,9.05,-4.68,26.92,2.44
USA,Georgia,31.5,-82.3,2022,2,13.01,-1.25,28.3,1.33
USA,Georgia,31.5,-82.3,2022,3,16.95,-3.12,28.8,3.2
USA,Georgia,31.5,-82.3,2022,4,20.17,4.51,31.77,1.26
USA,Georgia,31.5,-82.3,2022,5,25.31,12.14,36.53,2.06
USA,Georgia,31.5,-82.3,2022,6,29.07,20.4,41.55,2.83
USA,Georgia,31.5,-82.3,2022,7,28.17,22.62,36.74,4.58
USA,Georgia,31.5,-82.3,2022,8,27.48,20.2,35.81,4.39
USA,Georgia,31.5,-82.3,2022,9,24.45,14.92,34.61,3.03
USA,Georgia,31.5,-82.3,2022,10,19.57,3.46,31.65,1.18
USA,Georgia,31.5,-82.3,2022,11,16.64,-0.05,29.62,2.58
USA,Georgia,31.5,-82.3,2022,12,11.3,-7.55,27.31,0.82
USA,Georgia,31.5,-82.3,2023,1,12.47,-3.54,26.31,3.74
USA,Georgia,31.5,-82.3,2023,2,15.57,0.44,27.52,3.06
USA,Georgia,31.5,-82.3,2023,3,16.75,-0.11,29.07,2.36
USA,Georgia,31.5,-82.3,2023,4,20.52,7.24,32.51,3.72
USA,Georgia,31.5,-82.3,2023,5,22.7,9.54,33.43,3.18
USA,Georgia,31.5,-82.3,2023,6,26.39,16.27,34.95,4.92
USA,Georgia,31.5,-82.3,2023,7,28.91,22.0,38.33,3.68
USA,Georgia,31.5,-82.3,2023,8,29.5,21.98,38.46,6.9
USA,Georgia,31.5,-82.3,2023,9,24.47,14.77,33.28,3.56
USA,Georgia,31.5,-82.3,2023,10,19.83,7.22,30.19,1.41
USA,Georgia,31.5,-82.3,2023,11,15.16,-1.6,28.62,0.91
USA,Georgia,31.5,-82.3,2023,12,11.36,-1.51,26.12,3.4
USA,Georgia,31.5,-82.3,2024,1,9.63,-6.65,25.02,1.96
USA,Georgia,31.5,-82.3,2024,2,11.89,0.96,25.52,2.69
USA,Georgia,31.5,-82.3,2024,3,16.45,2.34,26.13,4.27
USA,Georgia,31.5,-82.3,2024,4,19.47,6.29,30.11,3.8
USA,Georgia,31.5,-82.3,2024,5,24.71,14.77,33.97,5.11
USA,Georgia,31.5,-82.3,2024,6,28.99,18.21,39.75,1.37
USA,Georgia,31.5,-82.3,2024,7,28.9,22.66,37.41,7.14
USA,Georgia,31.5,-82.3,2024,8,27.07,19.8,33.81,6.06
USA,Georgia,31.5,-82.3,2024,9,25.16,17.31,34.25,4.85
USA,Georgia,31.5,-82.3,2024,10,20.6,5.53,31.8,0.57
USA,Georgia,31.5,-82.3,2024,11,18.14,-0.4,31.11,2.77
USA,Georgia,31.5,-82.3,2024,12,11.22,-2.62,25.76,1.31
USA,Georgia,31.5,-82.3,2025,1,6.31,-7.88,24.66,1.79
USA,Georgia,31.5,-82.3,2025,2,14.11,-3.69,26.91,1.84
USA,Georgia,31.5,-82.3,2025,3,15.52,3.46,27.13,4.99
USA,Georgia,31.5,-82.3,2025,4,21.45,6.58,32.25,1.62
USA,Georgia,31.5,-82.3,2025,5,25.12,13.84,34.62,4.15
USA,Georgia,31.5,-82.3,2025,6,27.18,18.04,35.59,5.61
USA,Georgia,31.5,-82.3,2025,7,29.29,21.63,39.24,3.47
USA,Georgia,31.5,-82.3,2025,8,26.76,18.86,35.38,6.73
USA,Georgia,31.5,-82.3,2025,9,25.58,16.43,36.63,0.38
USA,Georgia,31.5,-82.3,2025,10,20.68,6.21,32.5,0.89
USA,Georgia,31.5,-82.3,2025,11,16.3,-1.4,29.51,0.42
USA,Georgia,31.5,-82.3,2025,12,11.29,-4.43,26.0,2.14
USA,Michigan,42.3,-86.2,2020,1,-0.2,-7.72,6.85,2.74
USA,Michigan,42.3,-86.2,2020,2,-1.23,-10.09,6.59,0.9
USA,Michigan,42.3,-86.2,2020,3,3.02,-4.54,13.13,2.75
USA,Michigan,42.3,-86.2,2020,4,5.82,-1.3,16.68,3.06
USA,Michigan,42.3,-86.2,2020,5,11.77,-0.48,24.75,4.46
USA,Michigan,42.3,-86.2,2020,6,18.98,8.13,27.42,2.47
USA,Michigan,42.3,-86.2,2020,7,23.82,17.04,29.74,2.77
USA,Michigan,42.3,-86.2,2020,8,22.81,14.93,28.84,2.26
USA,Michigan,42.3,-86.2,2020,9,17.9,8.03,27.49,2.37
USA,Michigan,42.3,-86.2,2020,10,10.78,0.86,22.91,3.15
USA,Michigan,42.3,-86.2,2020,11,7.38,-0.16,19.73,1.48
USA,Michigan,42.3,-86.2,2020,12,1.28,-5.29,9.43,1.97
USA,Michigan,42.3,-86.2,2021,1,-0.96,-6.83,3.99,1.23
USA,Michigan,42.3,-86.2,2021,2,-4.49,-12.52,8.42,1.01
USA,Michigan,42.3,-86.2,2021,3,3.63,-4.93,15.43,1.16
USA,Michigan,42.3,-86.2,2021,4,7.24,-2.96,19.48,1.28
USA,Michigan,42.3,-86.2,2021,5,12.43,2.18,25.06,1.33
USA,Michigan,42.3,-86.2,2021,6,20.14,9.8,26.89,6.65
USA,Michigan,42.3,-86.2,2021,7,21.42,14.47,28.5,2.04
USA,Michigan,42.3,-86.2,2021,8,24.01,16.55,29.9,2.74
USA,Michigan,42.3,-86.2,2021,9,19.88,9.96,28.16,2.32
USA,Michigan,42.3,-86.2,2021,10,15.28,4.31,24.56,4.5
USA,Michigan,42.3,-86.2,2021,11,5.88,-1.28,15.46,1.57
USA,Michigan,42.3,-86.2,2021,12,2.98,-5.09,13.49,1.97
USA,Michigan,42.3,-86.2,2022,1,-3.92,-10.34,4.0,0.89
USA,Michigan,42.3,-86.2,2022,2,-2.5,-13.16,6.92,2.67
USA,Michigan,42.3,-86.2,2022,3,1.97,-8.22,14.3,2.71
USA,Michigan,42.3,-86.2,2022,4,5.69,-1.67,19.03,3.63
USA,Michigan,42.3,-86.2,2022,5,13.32,4.15,24.78,2.81
USA,Michigan,42.3,-86.2,2022,6,18.71,10.07,27.71,1.83
USA,Michigan,42.3,-86.2,2022,7,22.5,14.88,28.23,3.78
USA,Michigan,42.3,-86.2,2022,8,22.29,15.36,29.66,3.07
USA,Michigan,42.3,-86.2,2022,9,18.99,7.55,27.06,2.14
USA,Michigan,42.3,-86.2,2022,10,11.83,4.6,21.34,3.45
USA,Michigan,42.3,-86.2,2022,11,6.19,-4.23,18.78,1.63
USA,Michigan,42.3,-86.2,2022,12,0.06,-14.63,9.37,1.33
USA,Michigan,42.3,-86.2,2023,1,0.46,-10.52,7.33,2.1
USA,Michigan,42.3,-86.2,2023,2,0.35,-9.82,8.69,3.4
USA,Michigan,42.3,-86.2,2023,3,2.01,-6.73,12.94,4.13
USA,Michigan,42.3,-86.2,2023,4,7.52,-1.94,21.3,2.42
USA,Michigan,42.3,-86.2,2023,5,12.97,2.6,26.51,1.0
USA,Michigan,42.3,-86.2,2023,6,18.3,10.23,27.21,1.25
USA,Michigan,42.3,-86.2,2023,7,21.93,15.08,29.24,4.96
USA,Michigan,42.3,-86.2,2023,8,21.34,12.29,29.39,2.47
USA,Michigan,42.3,-86.2,2023,9,19.04,11.73,29.61,2.07
USA,Michigan,42.3,-86.2,2023,10,12.87,2.34,27.04,4.5
USA,Michigan,42.3,-86.2,2023,11,6.35,-3.63,15.97,1.14
USA,Michigan,42.3,-86.2,2023,12,4.14,-1.12,11.11,2.05
USA,Michigan,42.3,-86.2,2024,1,-1.43,-11.96,4.07,3.17
USA,Michigan,42.3,-86.2,2024,2,1.95,-6.63,15.02,0.67
USA,Michigan,42.3,-86.2,2024,3,4.23,-3.19,16.55,3.0
USA,Michigan,42.3,-86.2,2024,4,8.72,0.27,18.26,2.87
USA,Michigan,42.3,-86.2,2024,5,15.01,7.66,23.85,3.19
USA,Michigan,42.3,-86.2,2024,6,19.98,9.57,29.04,3.59
USA,Michigan,42.3,-86.2,2024,7,21.93,12.21,27.84,3.64
USA,Michigan,42.3,-86.2,2024,8,22.4,14.14,30.52,2.84
USA,Michigan,42.3,-86.2,2024,9,20.33,12.64,29.43,1.95
USA,Michigan,42.3,-86.2,2024,10,14.62,5.6,24.02,1.24
USA,Michigan,42.3,-86.2,2024,11,8.3,-2.27,19.94,2.72
USA,Michigan,42.3,-86.2,2024,12,1.61,-8.51,9.26,2.32
USA,Michigan,42.3,-86.2,2025,1,-2.91,-14.88,6.49,1.26
USA,Michigan,42.3,-86.2,2025,2,-2.46,-10.84,7.9,0.77
USA,Michigan,42.3,-86.2,2025,3,3.86,-5.31,15.86,2.95
USA,Michigan,42.3,-86.2,2025,4,7.22,-2.59,19.66,2.37
USA,Michigan,42.3,-86.2,2025,5,11.32,2.1,21.74,2.58
USA,Michigan,42.3,-86.2,2025,6,20.14,6.9,29.43,3.06
USA,Michigan,42.3,-86.2,2025,7,24.0,16.25,30.97,1.94
USA,Michigan,42.3,-86.2,2025,8,22.37,11.77,31.32,2.2
USA,Michigan,42.3,-86.2,2025,9,19.58,11.28,28.98,2.32
USA,Michigan,42.3,-86.2,2025,10,13.83,4.28,26.32,3.31
USA,Michigan,42.3,-86.2,2025,11,6.0,-1.67,14.71,1.86
USA,Michigan,42.3,-86.2,2025,12,-0.88,-9.92,10.06,2.58
USA,Oregon (Willamette),44.5,-123.2,2020,1,5.85,-2.72,13.51,10.83
USA,Oregon (Willamette),44.5,-123.2,2020,2,4.93,-3.27,14.74,3.66
USA,Oregon (Willamette),44.5,-123.2,2020,3,5.9,-1.98,16.13,3.95
USA,Oregon (Willamette),44.5,-123.2,2020,4,9.75,-1.0,20.18,2.3
USA,Oregon (Willamette),44.5,-123.2,2020,5,12.7,3.98,27.77,4.33
USA,Oregon (Willamette),44.5,-123.2,2020,6,14.49,6.03,27.37,2.52
USA,Oregon (Willamette),44.5,-123.2,2020,7,17.1,8.33,29.41,0.04
USA,Oregon (Willamette),44.5,-123.2,2020,8,17.66,7.65,32.23,0.09
USA,Oregon (Willamette),44.5,-123.2,2020,9,17.29,9.25,33.94,2.42
USA,Oregon (Willamette),44.5,-123.2,2020,10,11.74,-2.61,25.89,2.24
USA,Oregon (Willamette),44.5,-123.2,2020,11,6.43,-2.91,20.81,7.75
USA,Oregon (Willamette),44.5,-123.2,2020,12,5.21,-3.15,13.78,7.04
USA,Oregon (Willamette),44.5,-123.2,2021,1,5.38,-1.47,14.87,8.2
USA,Oregon (Willamette),44.5,-123.2,2021,2,4.67,-1.55,12.31,7.11
USA,Oregon (Willamette),44.5,-123.2,2021,3,5.79,-1.59,19.14,2.46
USA,Oregon (Willamette),44.5,-123.2,2021,4,9.44,-2.72,24.41,0.89
USA,Oregon (Willamette),44.5,-123.2,2021,5,12.0,3.78,22.48,1.05
USA,Oregon (Willamette),44.5,-123.2,2021,6,16.95,5.24,36.49,1.61
USA,Oregon (Willamette),44.5,-123.2,2021,7,18.66,8.33,33.51,0.06
USA,Oregon (Willamette),44.5,-123.2,2021,8,18.88,7.39,34.71,0.05
USA,Oregon (Willamette),44.5,-123.2,2021,9,16.43,5.8,32.46,2.85
USA,Oregon (Willamette),44.5,-123.2,2021,10,10.47,1.23,21.27,4.09
USA,Oregon (Willamette),44.5,-123.2,2021,11,8.51,-1.21,19.04,6.86
USA,Oregon (Willamette),44.5,-123.2,2021,12,3.65,-3.74,17.24,9.97
USA,Oregon (Willamette),44.5,-123.2,2022,1,5.29,-4.02,13.78,5.12
USA,Oregon (Willamette),44.5,-123.2,2022,2,5.22,-5.46,18.82,3.06
USA,Oregon (Willamette),44.5,-123.2,2022,3,7.6,-3.51,20.35,3.72
USA,Oregon (Willamette),44.5,-123.2,2022,4,7.26,-0.92,23.6,6.06
USA,Oregon (Willamette),44.5,-123.2,2022,5,10.58,1.28,20.97,5.6
USA,Oregon (Willamette),44.5,-123.2,2022,6,14.84,6.41,31.55,3.43
USA,Oregon (Willamette),44.5,-123.2,2022,7,18.4,8.36,31.3,0.23
USA,Oregon (Willamette),44.5,-123.2,2022,8,19.02,9.79,30.18,0.09
USA,Oregon (Willamette),44.5,-123.2,2022,9,16.83,7.62,32.01,0.29
USA,Oregon (Willamette),44.5,-123.2,2022,10,13.87,2.68,30.27,1.87
USA,Oregon (Willamette),44.5,-123.2,2022,11,4.69,-3.16,13.65,5.93
USA,Oregon (Willamette),44.5,-123.2,2022,12,4.24,-3.88,15.32,6.29
USA,Oregon (Willamette),44.5,-123.2,2023,1,4.52,-5.53,12.79,4.06
USA,Oregon (Willamette),44.5,-123.2,2023,2,3.4,-5.28,12.95,4.3
USA,Oregon (Willamette),44.5,-123.2,2023,3,4.29,-2.89,15.78,6.59
USA,Oregon (Willamette),44.5,-123.2,2023,4,7.86,0.19,26.86,6.13
USA,Oregon (Willamette),44.5,-123.2,2023,5,13.92,4.58,30.43,0.64
USA,Oregon (Willamette),44.5,-123.2,2023,6,15.15,5.79,26.98,0.4
USA,Oregon (Willamette),44.5,-123.2,2023,7,18.47,8.86,30.42,0.04
USA,Oregon (Willamette),44.5,-123.2,2023,8,20.11,9.94,38.16,0.51
USA,Oregon (Willamette),44.5,-123.2,2023,9,16.28,7.26,32.15,2.31
USA,Oregon (Willamette),44.5,-123.2,2023,10,12.08,-2.54,30.73,3.63
USA,Oregon (Willamette),44.5,-123.2,2023,11,7.35,-3.97,17.89,5.72
USA,Oregon (Willamette),44.5,-123.2,2023,12,7.41,-0.76,15.71,9.41
USA,Oregon (Willamette),44.5,-123.2,2024,1,6.47,-3.85,16.74,12.65
USA,Oregon (Willamette),44.5,-123.2,2024,2,6.31,-1.15,16.39,6.88
USA,Oregon (Willamette),44.5,-123.2,2024,3,6.95,-2.5,20.66,5.75
USA,Oregon (Willamette),44.5,-123.2,2024,4,8.92,-0.52,20.17,3.1
USA,Oregon (Willamette),44.5,-123.2,2024,5,11.61,2.55,29.48,3.43
USA,Oregon (Willamette),44.5,-123.2,2024,6,14.94,5.73,25.92,1.92
USA,Oregon (Willamette),44.5,-123.2,2024,7,18.98,8.18,34.34,0.18
USA,Oregon (Willamette),44.5,-123.2,2024,8,18.08,7.5,31.12,0.66
USA,Oregon (Willamette),44.5,-123.2,2024,9,16.67,5.48,35.1,1.13
USA,Oregon (Willamette),44.5,-123.2,2024,10,12.19,3.33,28.44,3.97
USA,Oregon (Willamette),44.5,-123.2,2024,11,6.72,-1.74,16.67,10.55
USA,Oregon (Willamette),44.5,-123.2,2024,12,6.22,-2.39,13.42,9.72
USA,Oregon (Willamette),44.5,-123.2,2025,1,3.56,-3.14,12.55,4.25
USA,Oregon (Willamette),44.5,-123.2,2025,2,4.88,-4.52,16.74,7.44
USA,Oregon (Willamette),44.5,-123.2,2025,3,7.51,0.91,21.48,8.35
USA,Oregon (Willamette),44.5,-123.2,2025,4,9.84,0.97,22.23,2.07
USA,Oregon (Willamette),44.5,-123.2,2025,5,12.0,1.91,24.99,1.4
USA,Oregon (Willamette),44.5,-123.2,2025,6,15.3,6.4,29.38,1.04
USA,Oregon (Willamette),44.5,-123.2,2025,7,18.47,8.74,29.99,0.01
USA,Oregon (Willamette),44.5,-123.2,2025,8,19.9,9.64,36.46,0.41
USA,Oregon (Willamette),44.5,-123.2,2025,9,17.2,7.6,32.3,1.62
USA,Oregon (Willamette),44.5,-123.2,2025,10,10.52,2.32,26.59,4.42
USA,Oregon (Willamette),44.5,-123.2,2025,11,8.47,0.78,17.6,5.57
USA,Oregon (Willamette),44.5,-123.2,2025,12,6.89,-0.1,14.77,10.01
